read_ms,proc_ms,update_hz,proc_kSps
4.976987838745117,1.8944740295410156,123.66376743226111,2026.107165610166
5.059957504272461,1.9071102142333984,113.34118791547317,1856.9820228071123
4.933834075927734,1.8672943115234375,109.01374918778427,1786.0812666926574
4.839897155761719,1.837015151977539,110.21979292584223,1805.8410872969991
4.656314849853516,1.903533935546875,111.25179703456142,1822.7494426142543
7.529497146606445,2.706289291381836,67.73746770025839,1109.8106708010334
6.3934326171875,1.9750595092773438,77.92772606506512,1276.767863850027
7.064104080200195,2.726316452026367,69.80966013115409,1143.7614715888285
4.665613174438477,2.2246837615966797,106.08285699833073,1738.0615290606506
5.115270614624023,1.9140243530273438,105.8820084315755,1734.770826142933
4.66465950012207,1.867055892944336,111.22524529302572,1822.3144188809333
7.310390472412109,2.680063247680664,68.56911180499927,1123.436327813108
9.742259979248047,3.6008358001708984,54.67812121133113,895.8463379264492
4.974365234375,3.338336944580078,84.23481212218584,1380.1031618098928
5.946636199951172,2.252817153930664,93.0785140473126,1524.9983741511696
5.393505096435547,2.863645553588867,77.66079099392682,1272.394399644497
7.540702819824219,3.5648345947265625,64.03713090476045,1049.1843527435951
6.794452667236328,2.9387474060058594,72.63996120607541,1190.1331244003395
5.329370498657227,2.519369125366211,94.29216312216177,1544.8828005934984
7.444143295288086,2.798795700073242,67.85033243282592,1111.65984657942
6.648540496826172,2.633810043334961,73.44126350440371,1203.2616612561503
7.386922836303711,2.989530563354492,68.11810179621268,1116.0469798291485
7.245063781738281,2.8722286224365234,72.93046547616977,1194.8927463615655
6.8416595458984375,2.8963088989257812,69.17526759355466,1133.3675842527996
7.693290710449219,3.1099319458007812,65.26677455496079,1069.3308343084775
7.857799530029297,2.6972293853759766,75.02556121992666,1229.2187950272785
7.9021453857421875,2.8569698333740234,63.876216438481336,1046.5479301280782
5.115509033203125,2.046823501586914,91.21224773834378,1494.4214669450243
5.301237106323242,2.4836063385009766,82.44332186732187,1350.7513854742015
5.721807479858398,1.9049644470214844,82.14461417939678,1345.8573587152368
7.190227508544922,2.604246139526367,78.41432817962571,1284.7403528949876
6.940364837646484,3.0286312103271484,75.5744067460675,1238.2110801275699
8.647918701171875,3.007650375366211,59.92205268872507,981.7629112520715
9.613275527954102,3.0629634857177734,62.72700625130859,1027.71927042144
8.536100387573242,3.5457611083984375,58.412422533249774,957.0291307847643
8.504867553710938,3.2291412353515625,67.7746824806903,1110.4203977636298
5.403280258178711,2.7735233306884766,75.91637857698782,1243.8139466053685
7.502317428588867,3.078460693359375,75.0040950626777,1228.8670935069115
8.42738151550293,3.4296512603759766,59.3245357208526,971.9731932504491
8.143186569213867,3.296375274658203,61.872929236306774,1013.7260726076502
9.575128555297852,3.702402114868164,59.05307915411258,967.5256488609805
7.896661758422852,2.912282943725586,73.12882922151512,1198.1427379653037
9.073257446289062,3.584146499633789,55.89126379190875,915.722465966633
5.391597747802734,2.1915435791015625,79.18113684846425,1297.3037461252381
8.171319961547852,3.343820571899414,59.92205268872507,981.7629112520715
8.232593536376953,3.256082534790039,60.16875869686841,985.804942489492
8.608579635620117,3.000497817993164,59.502957908326124,974.8964623700152
8.417367935180664,3.2052993774414062,59.5612610053962,975.8517003124113
8.320808410644531,3.2796859741210938,59.65529306347694,977.3923215520061
5.197048187255859,3.142833709716797,75.2193109879665,1232.393191226843
6.707429885864258,3.5309791564941406,65.93158953722335,1080.2231629778673
8.275747299194336,3.2291412353515625,65.84257951084739,1078.7648227057236
8.258342742919922,3.4093856811523438,63.38008673708388,1038.4193411003823
8.158445358276367,3.5986900329589844,59.071376260492364,967.8254286519069
8.543968200683594,3.459930419921875,58.389653780295966,956.6560875363691
5.758047103881836,2.113819122314453,78.5229617148741,1286.5202047364974
8.030414581298828,3.729104995727539,61.403721434113635,1006.0385719765178
5.848884582519531,2.9287338256835938,72.66764843465756,1190.5867519534295
6.04248046875,2.2630691528320312,89.91969128523958,1473.2442220173652
8.143424987792969,3.2618045806884766,70.55297818298037,1155.9399945499504
6.611824035644531,2.89154052734375,71.08748855970984,1164.697412562286
7.042169570922852,3.3435821533203125,65.72907917006205,1076.9052331222965
8.341550827026367,3.270864486694336,59.813527658542846,979.984837157566
6.35528564453125,2.991199493408203,74.35127277884138,1218.171253208537
7.872104644775391,3.135204315185547,66.67149896677793,1092.3458390716896
5.808353424072266,3.268003463745117,70.98522517643475,1163.021929290707
5.849123001098633,2.077341079711914,94.48545876416391,1548.0497563920615
8.358955383300781,3.3516883850097656,59.4911422208984,974.7028741471994
5.044698715209961,2.083301544189453,97.92911510623395,1604.470621900537
6.610631942749023,2.878427505493164,70.6218787358354,1157.068861207927
5.214452743530273,2.991914749145508,84.27035280880817,1380.685460419513
5.87916374206543,3.1163692474365234,76.27255369060391,1249.6495196668545
8.278608322143555,3.1096935272216797,60.051599971365164,983.8854139308469
6.574392318725586,2.7658939361572266,82.86354386866073,1357.6363027441373
8.371114730834961,3.121614456176758,57.901185825315096,948.6530285619625
7.621288299560547,3.0210018157958984,64.60926091376814,1058.5581308111773
6.654024124145508,2.9418468475341797,80.19395051814462,1313.8976852892815
8.008718490600586,2.3679733276367188,66.45915925908321,1088.8668653008192
8.101463317871094,2.983570098876953,66.9449826823935,1096.8265962683352
5.312681198120117,2.5980472564697266,93.91003739112912,1538.6220526162595
8.43954086303711,3.1495094299316406,68.28778430829847,1118.8270581071622
7.805347442626953,2.867460250854492,64.82495131526073,1062.092002349232
7.699728012084961,3.0164718627929688,64.32784270421153,1053.9473748658017
7.982492446899414,3.1998157501220703,61.72451141982576,1011.2943951024253
5.705118179321289,2.0651817321777344,80.80887792848335,1323.9726559802714
8.418798446655273,3.3674240112304688,59.00157551204141,966.6818131892865
6.541252136230469,2.2695064544677734,71.35961345424231,1169.155906834306
5.334138870239258,3.1523704528808594,82.70994458795921,1355.1197321291238
8.398056030273438,3.0775070190429688,68.86859432211878,1128.343049373594
6.223440170288086,2.4085044860839844,86.39143151390319,1415.4372139237898
4.875421524047852,2.163410186767578,102.97066260771365,1687.0713361647804
6.1626434326171875,2.936124801635742,71.61915169728843,1173.4081814083736
5.633354187011719,2.0546913146972656,85.13069069800483,1394.7812363961111
7.313966751098633,3.042459487915039,75.91775267883,1243.8364598899507
6.145954132080078,3.3342838287353516,68.59826963021115,1123.9140496213795
6.007671356201172,2.7937889099121094,77.06859232309868,1262.6918166216487
5.900382995605469,3.0808448791503906,72.60349662454561,1189.5356886965553
7.571935653686523,3.4155845642089844,63.352324562728455,1037.964485635743
7.376432418823242,3.237009048461914,64.98766656337155,1064.7579289742794
7.768392562866211,3.1905174255371094,62.74858997950421,1028.072898224197
7.674455642700195,2.912759780883789,64.24901197879967,1052.6558122606539
7.860422134399414,3.1843185424804688,62.16915186908962,1018.5793842231643
6.690263748168945,3.1499862670898438,74.48859842295944,1220.4211965617674
8.160829544067383,3.3159255981445312,62.06979015597715,1016.9514419155297
5.544185638427734,3.480195999145508,72.3218208466247,1184.9207127510992
5.37419319152832,2.5548934936523438,94.14189841312594,1542.4208636006554
6.062507629394531,3.184080123901367,80.81666313416443,1324.10020879015
5.251884460449219,3.0355453491210938,89.92547489387248,1473.3389806612067
5.669832229614258,2.5548934936523438,90.77204752526673,1487.20922665397
5.9356689453125,2.311229705810547,78.49504061084703,1286.0627453681177
5.158424377441406,2.866983413696289,80.2584003061615,1314.9536306161501
5.669832229614258,2.6302337646484375,89.7138945927447,1469.872449007529
7.633686065673828,2.5005340576171875,73.90974290295864,1210.9372277220743
5.503654479980469,2.542734146118164,92.09547021496168,1508.8921840019323
7.90715217590332,2.981901168823242,71.89537016404121,1177.9337447676512
8.181571960449219,3.4520626068115234,61.202124554952434,1002.7356087083407
5.0144195556640625,2.6466846466064453,79.80485948589151,1307.5228178168466
