timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,derived_stage,derived_value
1757660424.4714935,0.00032502445,327675.94,327675.94,0.00058318785,327675.94,0.0012426293,327675.94,0.00085016206,yt,inf
1757660424.9456582,0.00036739957,327675.94,327675.94,0.0006345068,327675.94,0.001256385,327675.94,0.00087698456,yt,inf
1757660425.4177525,0.00036407745,327675.94,327675.94,0.0006019999,327675.94,0.0012644335,327675.94,0.00086268125,yt,inf
1757660425.892736,0.00033295693,327675.94,327675.94,0.0005993868,327675.94,0.0012390126,327675.94,0.0008411251,yt,inf
1757660426.3649557,0.00033783435,327675.94,327675.94,0.0006402801,327675.94,0.0012144462,327675.94,0.00086286105,yt,inf
1757660426.8367188,0.00033384463,327675.94,327675.94,0.00059804635,327675.94,0.0011868034,327675.94,0.00081025955,yt,inf
1757660427.3115077,0.00037353026,327675.94,327675.94,0.0005960128,327675.94,0.001191164,327675.94,0.0008555834,yt,inf
1757660427.7863169,0.0003267795,327675.94,327675.94,0.0006331132,327675.94,0.0011950735,327675.94,0.0008696089,yt,inf
1757660428.2577865,0.00035521726,327675.94,327675.94,0.000622643,327675.94,0.0012129568,327675.94,0.00085253164,yt,inf
1757660428.7292094,0.00034065513,327675.94,327675.94,0.00059658726,327675.94,0.0012100978,327675.94,0.0008752419,yt,inf
1757660429.2016802,0.00033167363,327675.94,327675.94,0.000621432,327675.94,0.0011961348,327675.94,0.0009050843,yt,inf
1757660429.674817,0.00039681199,327675.94,327675.94,0.00059913576,327675.94,0.0012254069,327675.94,0.0008652267,yt,inf
1757660430.146501,0.00037563723,327675.94,327675.94,0.00064578286,327675.94,0.001252447,327675.94,0.0008597765,yt,inf
1757660430.619139,0.00036663495,327675.94,327675.94,0.0006062661,327675.94,0.0011872634,327675.94,0.0008432397,yt,inf
1757660431.0901814,0.00037707394,327675.94,327675.94,0.0006518867,327675.94,0.001217538,327675.94,0.0008438834,yt,inf
1757660431.5621202,0.0003732893,327675.94,327675.94,0.0005971591,327675.94,0.0011566302,327675.94,0.0008241739,yt,inf
1757660432.0329185,0.00031836942,327675.94,327675.94,0.00062505476,327675.94,0.0012311344,327675.94,0.0008582941,yt,inf
1757660432.507202,0.0003545628,327675.94,327675.94,0.0006578311,327675.94,0.0012386385,327675.94,0.00084920553,yt,inf
1757660432.9805837,0.00036902982,327675.94,327675.94,0.0006780793,327675.94,0.0012479926,327675.94,0.00085595873,yt,inf
1757660433.452815,0.0004008186,327675.94,327675.94,0.0006768844,327675.94,0.0012705065,327675.94,0.0009124918,yt,inf
1757660433.9245696,0.00030928542,327675.94,327675.94,0.0005822547,327675.94,0.0011519312,327675.94,0.00077697384,yt,inf
1757660434.395891,0.00031298335,327675.94,327675.94,0.0005677792,327675.94,0.001178951,327675.94,0.00081837043,yt,inf
1757660434.867749,0.00034347808,327675.94,327675.94,0.00059773435,327675.94,0.0011661553,327675.94,0.0008198508,yt,inf
1757660435.3399975,0.00037383984,327675.94,327675.94,0.0006049365,327675.94,0.0012264099,327675.94,0.00087297184,yt,inf
1757660435.812865,0.00029099116,327675.94,327675.94,0.0005885047,327675.94,0.001194237,327675.94,0.0008378086,yt,inf
1757660436.2881906,0.00032454066,327675.94,327675.94,0.0006081705,327675.94,0.0011471432,327675.94,0.00079757086,yt,inf
1757660436.7588613,0.00035894624,327675.94,327675.94,0.00061256177,327675.94,0.0012046007,327675.94,0.00080565346,yt,inf
1757660437.2320344,0.0003593408,327675.94,327675.94,0.00057738955,327675.94,0.0011781804,327675.94,0.0008854723,yt,inf
1757660437.7033997,0.00037285223,327675.94,327675.94,0.0006278864,327675.94,0.0011880533,327675.94,0.0008453549,yt,inf
1757660438.1744394,0.00036448074,327675.94,327675.94,0.0006247271,327675.94,0.0012079728,327675.94,0.00085947645,yt,inf
1757660438.6457791,0.00033704945,327675.94,327675.94,0.0006281954,327675.94,0.0012265324,327675.94,0.0008344943,yt,inf
1757660439.1210668,0.00035332976,327675.94,327675.94,0.00060483895,327675.94,0.0012401902,327675.94,0.00084724464,yt,inf
1757660439.5938933,0.0003698195,327675.94,327675.94,0.0006359421,327675.94,0.0012187556,327675.94,0.00086933555,yt,inf
1757660440.0650368,0.00036127516,327675.94,327675.94,0.00064976333,327675.94,0.0012091069,327675.94,0.00081917696,yt,inf
1757660440.5372193,0.00037237792,327675.94,327675.94,0.0006429094,327675.94,0.0012303952,327675.94,0.0008736506,yt,inf
