timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,derived_stage,derived_value
1757660053.598794,0.51147527,-0.87166643,0.48229092,0.36381018,-0.90097827,0.630189,0.1556586,-0.85116214,yt,116.41336059570312
1757660053.684835,-0.53721,0.80549747,0.31400746,-0.8855682,-0.09615657,0.90285766,-0.1668067,-0.85761297,yt,12.63846492767334
1757660053.7786436,-0.90643275,-0.45020095,0.16743524,0.7204661,0.89886516,0.69179785,0.1167628,-0.45315582,yt,11.070392608642578
1757660053.8669422,-0.021949844,0.016562719,-0.021265525,0.04567117,-0.05931733,0.11012771,-0.13387668,0.12453352,yt,8.984548568725586
1757660053.967359,0.8471297,0.4322676,-0.19536777,-0.74468094,-0.87556535,-0.523671,0.109140486,0.6619284,yt,78.14935302734375
1757660054.0559764,0.5087891,-0.7822578,-0.38709006,0.8626148,0.24564798,-0.88652194,-0.055328052,0.89083856,yt,54.96211624145508
1757660054.152323,-0.49698222,0.89670414,-0.5267913,-0.25298437,0.8454117,-0.76633984,0.03569868,0.66333395,yt,10.717374801635742
1757660054.2622206,-0.82849914,-0.7938169,-0.6385326,-0.54554874,-0.3598138,-0.19485712,-0.026797254,0.14392313,yt,12.076577186584473
1757660054.350461,0.033429306,0.4816025,-0.7549689,0.91840297,-0.7843535,0.4756169,-0.003010506,-0.46515948,yt,8.695874214172363
1757660054.4402053,0.83269423,0.0044963495,-0.8608496,-0.5359165,0.55043095,0.8460899,0.012101978,-0.8435308,yt,177.34173583984375
1757660054.5297778,0.54635274,-0.46947062,-0.9230014,-0.2841863,0.7178055,0.7703351,-0.024005378,-0.85339314,yt,27.32105255126953
1757660054.6272936,-0.5122185,0.7671723,-0.90476215,0.82623047,-0.61333466,0.315332,0.058147714,-0.40668985,yt,8.9365816116333
1757660054.7286894,-0.8731717,-0.8951082,-0.88030237,-0.768762,-0.57071155,-0.37731212,-0.13146591,0.17761862,yt,10.170985221862793
