timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,derived_stage,derived_value
1757660214.639485,0.5208797,-0.92447555,0.47838065,0.38880903,-0.9047603,0.64105,0.16018496,-0.8491281,yt,117.70742797851562
1757660214.729086,-0.53926176,0.7707864,0.34612274,-0.87850714,-0.12342409,0.90013164,-0.16580462,-0.885399,yt,13.0014066696167
1757660214.8264692,-0.85340333,-0.45611918,0.16647348,0.6700004,0.8955408,0.6733012,0.15342633,-0.46512622,yt,11.270889282226562
1757660214.9245982,0.030391783,-0.0022563287,-0.056138974,0.08488874,-0.06970652,0.09527662,-0.14579688,0.13112174,yt,9.065400123596191
1757660215.015045,0.84103143,0.38946748,-0.2224593,-0.7318766,-0.9005801,-0.49895513,0.072139435,0.6750573,yt,81.62962341308594
1757660215.1048846,0.55214876,-0.8071467,-0.40360463,0.8593166,0.19976018,-0.92601484,-0.06789344,0.9108201,yt,58.63113021850586
1757660215.1987252,-0.59061354,0.8535307,-0.5299171,-0.268498,0.8453432,-0.72219896,0.057141345,0.7025748,yt,10.951384544372559
1757660215.300639,-0.87563866,-0.77336276,-0.6370451,-0.557643,-0.38258967,-0.21820185,-0.029870024,0.17179689,yt,11.845993995666504
1757660215.3983934,-0.018498408,0.4732171,-0.77847165,0.9405135,-0.7662709,0.43651593,-0.017811721,-0.46910638,yt,8.69636344909668
1757660215.4886591,0.83126056,-0.027297996,-0.8186742,-0.5650136,0.525957,0.8693791,-0.0070193782,-0.8429096,yt,182.36093139648438
1757660215.648954,0.58227146,-0.46502966,-0.8984551,-0.25539565,0.7131594,0.8076173,-0.04488584,-0.80781883,yt,27.06495475769043
1757660215.7859926,-0.50953394,0.77893966,-0.9197179,0.83520573,-0.64555365,0.3186527,0.05471138,-0.44675797,yt,8.908344268798828
1757660215.9154315,-0.8584716,-0.94446564,-0.8741759,-0.76546407,-0.5581595,-0.35469687,-0.08607425,0.1719822,yt,10.826159477233887
1757660216.0654197,0.04320173,0.76681167,-0.8042132,0.052363727,0.71903926,-0.7967331,0.1006437,0.69024014,yt,8.716541290283203
1757660216.1721437,0.851176,-0.4387242,-0.7016272,0.7022334,0.4540533,-0.8894312,-0.12287722,0.89463156,yt,296.0420837402344
1757660216.2834039,0.5521755,-0.06617297,-0.61485225,-0.89000535,-0.7846056,-0.4210901,0.1759189,0.66858834,yt,14.692572593688965
1757660216.3929124,-0.52138513,0.4876545,-0.4403545,0.35684392,-0.30007142,0.28787538,-0.17324671,0.08634494,yt,8.965499877929688
1757660216.499916,-0.8838234,-0.8261462,-0.25356513,0.41559595,0.8977321,0.7632918,0.22005999,-0.4615245,yt,8.862777709960938
1757660216.6095068,0.010358844,0.8852886,-0.09586203,-0.8931606,0.15842932,0.87896466,-0.22821999,-0.898279,yt,8.666216850280762
1757660216.8255541,0.84323156,-0.7733299,0.11346954,0.6380702,-0.9230771,0.53816384,0.26488528,-0.79875964,yt,375.8697204589844
1757660216.9426477,0.5277481,0.43323067,0.2981986,0.14484532,0.058009535,-0.11585555,-0.29271194,-0.3730328,yt,10.632596969604492
1757660217.0593956,-0.5467608,0.060853783,0.42602694,-0.80482495,0.85306793,-0.63711107,0.29374102,0.18512805,yt,11.504352569580078
1757660217.1778333,-0.84143734,-0.5109908,0.56659096,0.81813675,-0.16275732,-0.918295,-0.29990536,0.68025273,yt,9.061446189880371
1757660217.2811348,-0.008265746,0.81202435,0.704291,-0.15744,-0.8638864,-0.59773695,0.35614324,0.9054693,yt,9.391817092895508
1757660217.3834248,0.87062436,-0.86745864,0.81453145,-0.6144045,0.3118155,0.028585631,-0.3561077,0.64476323,yt,292.73675537109375
