시간,샘플링 속도(kS/s),블록 크기(samples),블록 시간(ms),블록 처리량(blocks/s),실제 처리량(kS/s/ch)
2025-09-22 17:03:46,1000000.0,16384,16.384,61.03515625,346.43992325026846
2025-09-22 17:03:56,1000000.0,16384,16.384,61.03515625,343.18384714419125
2025-09-22 17:04:06,1000000.0,16384,16.384,61.03515625,347.41372343189937
2025-09-22 17:04:16,1000000.0,16384,16.384,61.03515625,346.43992325026846
2025-09-22 17:04:26,1000000.0,16384,16.384,61.03515625,347.07507594092806
2025-09-22 17:04:36,1000000.0,16384,16.384,61.03515625,349.79576462922995
2025-09-22 17:04:46,1000000.0,16384,16.384,61.03515625,351.09501778479427
2025-09-22 17:04:56,1000000.0,16384,16.384,61.03515625,339.0306409464513
2025-09-22 17:05:06,1000000.0,16384,16.384,61.03515625,349.9721259542568
2025-09-22 17:05:16,1000000.0,16384,16.384,61.03515625,338.00841454549027
2025-09-22 17:05:26,1000000.0,16384,16.384,61.03515625,343.00741093319493
2025-09-22 17:05:36,1000000.0,16384,16.384,61.03515625,347.58769036539474
2025-09-22 17:05:46,1000000.0,16384,16.384,61.03515625,339.5264614077214
2025-09-22 17:05:56,1000000.0,16384,16.384,61.03515625,347.4348010576821
2025-09-22 17:06:06,1000000.0,16384,16.384,61.03515625,346.41896615936804
2025-09-22 17:06:16,1000000.0,16384,16.384,61.03515625,328.2720051209294
2025-09-22 17:06:26,1000000.0,16384,16.384,61.03515625,347.7600717387124
2025-09-22 17:06:36,1000000.0,16384,16.384,61.03515625,352.3371055840114
2025-09-22 17:06:46,1000000.0,16384,16.384,61.03515625,346.9068752700765
2025-09-22 17:06:56,1000000.0,16384,16.384,61.03515625,342.32734921441454
2025-09-22 17:07:06,1000000.0,16384,16.384,61.03515625,355.10454650964505
2025-09-22 17:07:16,1000000.0,16384,16.384,61.03515625,338.59131114472524
2025-09-22 17:07:26,1000000.0,16384,16.384,61.03515625,346.55698029169105
2025-09-22 17:07:36,1000000.0,16384,16.384,61.03515625,348.4601450035242
2025-09-22 17:07:46,1000000.0,16384,16.384,61.03515625,348.4548442082632
2025-09-22 17:07:56,1000000.0,16384,16.384,61.03515625,348.5414440640485
2025-09-22 17:08:06,1000000.0,16384,16.384,61.03515625,349.5573362632891
2025-09-22 17:08:16,1000000.0,16384,16.384,61.03515625,344.2342169814156
2025-09-22 17:08:26,1000000.0,16384,16.384,61.03515625,335.6344562065008
2025-09-22 17:08:36,1000000.0,16384,16.384,61.03515625,349.7103200749094
2025-09-22 17:08:46,1000000.0,16384,16.384,61.03515625,349.52000008137895
2025-09-22 17:08:56,1000000.0,16384,16.384,61.03515625,362.8847057928922
2025-09-22 17:09:06,1000000.0,16384,16.384,61.03515625,353.22088673920973
2025-09-22 17:09:16,1000000.0,16384,16.384,61.03515625,349.53777822086363
2025-09-22 17:09:26,1000000.0,16384,16.384,61.03515625,355.2036633809733
2025-09-22 17:09:36,1000000.0,16384,16.384,61.03515625,349.00876457473123
2025-09-22 17:09:46,1000000.0,16384,16.384,61.03515625,347.18028421307895
2025-09-22 17:09:56,1000000.0,16384,16.384,61.03515625,358.66115206680587
2025-09-22 17:10:06,1000000.0,16384,16.384,61.03515625,346.4975683268961
2025-09-22 17:10:16,1000000.0,16384,16.384,61.03515625,353.2553859313635
2025-09-22 17:10:27,1000000.0,16384,16.384,61.03515625,347.0067247506754
2025-09-22 17:10:37,1000000.0,16384,16.384,61.03515625,353.22633353208465
2025-09-22 17:10:47,1000000.0,16384,16.384,61.03515625,357.03251730623356
2025-09-22 17:10:57,1000000.0,16384,16.384,61.03515625,333.243507889862
2025-09-22 17:11:07,1000000.0,16384,16.384,61.03515625,348.70061721291097
2025-09-22 17:11:17,1000000.0,16384,16.384,61.03515625,354.1985461667715
2025-09-22 17:11:27,1000000.0,16384,16.384,61.03515625,347.49277771822125
2025-09-22 17:11:37,1000000.0,16384,16.384,61.03515625,351.37507087379134
2025-09-22 17:11:47,1000000.0,16384,16.384,61.03515625,348.6740782594577
2025-09-22 17:11:57,1000000.0,16384,16.384,61.03515625,350.3521735867526
2025-09-22 17:12:07,1000000.0,16384,16.384,61.03515625,350.89422917570886
2025-09-22 17:12:17,1000000.0,16384,16.384,61.03515625,354.58051513634837
2025-09-22 17:12:27,1000000.0,16384,16.384,61.03515625,343.26098791184637
2025-09-22 17:12:37,1000000.0,16384,16.384,61.03515625,338.5245926590048
2025-09-22 17:12:47,1000000.0,16384,16.384,61.03515625,348.2835386931159
2025-09-22 17:12:57,1000000.0,16384,16.384,61.03515625,346.62340601450666
2025-09-22 17:13:07,1000000.0,16384,16.384,61.03515625,343.18727488651064
2025-09-22 17:13:17,1000000.0,16384,16.384,61.03515625,346.51504031949014
2025-09-22 17:13:27,1000000.0,16384,16.384,61.03515625,321.82586398164193
2025-09-22 17:13:37,1000000.0,16384,16.384,61.03515625,344.01536234524946
2025-09-22 17:13:47,1000000.0,16384,16.384,61.03515625,348.11592843103483
2025-09-22 17:13:57,1000000.0,16384,16.384,61.03515625,345.68706196960625
2025-09-22 17:14:07,1000000.0,16384,16.384,61.03515625,346.3613472309026
2025-09-22 17:14:17,1000000.0,16384,16.384,61.03515625,343.6540866042897
2025-09-22 17:14:27,1000000.0,16384,16.384,61.03515625,347.4435841566137
2025-09-22 17:14:37,1000000.0,16384,16.384,61.03515625,344.98768404670824
2025-09-22 17:14:47,1000000.0,16384,16.384,61.03515625,360.61668828354175
2025-09-22 17:14:57,1000000.0,16384,16.384,61.03515625,347.8656957670618
2025-09-22 17:15:07,1000000.0,16384,16.384,61.03515625,345.8540815621933
2025-09-22 17:15:17,1000000.0,16384,16.384,61.03515625,345.1991075389809
2025-09-22 17:15:27,1000000.0,16384,16.384,61.03515625,334.95063308686264
2025-09-22 17:15:37,1000000.0,16384,16.384,61.03515625,347.14871503480606
2025-09-22 17:15:47,1000000.0,16384,16.384,61.03515625,353.74636694773034
2025-09-22 17:15:57,1000000.0,16384,16.384,61.03515625,362.1236285148181
2025-09-22 17:16:07,1000000.0,16384,16.384,61.03515625,354.298984507035
2025-09-22 17:16:17,1000000.0,16384,16.384,61.03515625,350.0363014450823
2025-09-22 17:16:27,1000000.0,16384,16.384,61.03515625,350.99100929070875
2025-09-22 17:16:37,1000000.0,16384,16.384,61.03515625,353.13557557631634
2025-09-22 17:16:47,1000000.0,16384,16.384,61.03515625,348.9644570291077
2025-09-22 17:16:57,1000000.0,16384,16.384,61.03515625,361.70049337333546
2025-09-22 17:17:07,1000000.0,16384,16.384,61.03515625,348.1406187547495
2025-09-22 17:17:17,1000000.0,16384,16.384,61.03515625,349.956085758227
2025-09-22 17:17:28,1000000.0,16384,16.384,61.03515625,344.0136401846234
2025-09-22 17:17:38,1000000.0,16384,16.384,61.03515625,353.9048628093215
2025-09-22 17:17:48,1000000.0,16384,16.384,61.03515625,337.6513435206022
2025-09-22 17:17:58,1000000.0,16384,16.384,61.03515625,341.69074929891207
2025-09-22 17:18:08,1000000.0,16384,16.384,61.03515625,345.864525645607
2025-09-22 17:18:18,1000000.0,16384,16.384,61.03515625,347.3311940156684
2025-09-22 17:18:28,1000000.0,16384,16.384,61.03515625,346.7038501775912
2025-09-22 17:18:38,1000000.0,16384,16.384,61.03515625,335.1172418743691
2025-09-22 17:18:48,1000000.0,16384,16.384,61.03515625,349.97569064194954
2025-09-22 17:18:58,1000000.0,16384,16.384,61.03515625,346.9331458776133
2025-09-22 17:19:08,1000000.0,16384,16.384,61.03515625,347.95024119737917
2025-09-22 17:19:18,1000000.0,16384,16.384,61.03515625,346.5954341857064
