시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LPF설정,R평균,출력샘플속도
2025-09-22 12:02:58.879,299141.59375,322164.125,327675.9375,0.0007119536167010665,327675.9375,0.0013032860588282347,327675.9375,0.0008364818640984595,-0.09547549486160278,-6.496561527252197,-6.296868324279785,-6.443990230560303,2500,4,100.0
2025-09-22 12:03:01.994,41014.0234375,19358.03125,327675.9375,0.000721836753655225,327675.9375,0.0012762938858941197,327675.9375,0.0008306267554871738,-0.0514453761279583,-6.491966247558594,-6.305287837982178,-6.445148944854736,2500,4,100.0
2025-09-22 12:03:05.105,255475.9375,298597.9375,327675.9375,0.0007351271342486143,327675.9375,0.001293443376198411,327675.9375,0.0008424833649769425,-0.027450837194919586,-6.486983299255371,-6.301568031311035,-6.4396772384643555,2500,4,100.0
2025-09-22 12:03:08.218,145381.15625,138007.390625,327675.9375,0.0007286262698471546,327675.9375,0.001289226347580552,327675.9375,0.0008462427649646997,-0.12983672320842743,-6.493391036987305,-6.301703929901123,-6.440202236175537,2500,4,100.0
2025-09-22 12:03:11.331,35381.3984375,43693.08203125,327675.9375,0.0007321066223084927,327675.9375,0.0012942336034029722,327675.9375,0.0008331154240295291,0.00428609037771821,-6.49125862121582,-6.301517963409424,-6.447214603424072,2500,4,100.0
2025-09-22 12:03:14.445,299207.21875,329088.90625,327675.9375,0.0007393262349069118,327675.9375,0.0012985698413103819,327675.9375,0.0008322864305227995,-0.08191309869289398,-6.490721702575684,-6.303707122802734,-6.438638210296631,2500,4,100.0
2025-09-22 12:03:17.558,114789.828125,62039.53125,327675.9375,0.0007283941376954317,327675.9375,0.0012953374534845352,327675.9375,0.0008331976132467389,-0.07905778288841248,-6.4919819831848145,-6.298277378082275,-6.442378044128418,2500,4,100.0
2025-09-22 12:03:20.671,160688.84375,151341.296875,327675.9375,0.0007270427886396646,327675.9375,0.0013107673730701208,327675.9375,0.0008699827012605965,0.008982796221971512,-6.487550258636475,-6.3037285804748535,-6.439138412475586,2500,4,100.0
2025-09-22 12:03:23.784,308654.90625,327518.71875,327675.9375,0.0007514916942454875,327675.9375,0.0013095283647999167,327675.9375,0.0008668379159644246,0.020985547453165054,-6.485506534576416,-6.300303936004639,-6.436418056488037,2500.0,4,100.0
2025-09-22 12:03:26.896,6206.966796875,-16057.4033203125,327675.9375,0.0007400126778520644,327675.9375,0.0013135353801771998,327675.9375,0.0008388256537728012,-0.3780561685562134,-6.488938808441162,-6.303186893463135,-6.4441142082214355,2500.0,4,100.0
2025-09-22 12:03:30.010,-5920.21728515625,23985.888671875,327675.9375,0.0007284178864210844,327675.9375,0.001294041983783245,327675.9375,0.0008345854585058987,0.157119020819664,-6.491963863372803,-6.300288200378418,-6.444547653198242,2500.0,4,100.0
2025-09-22 12:03:33.123,173649.921875,264920.5,327675.9375,0.0007308305357582867,327675.9375,0.0013095008907839656,327675.9375,0.0008382971282117069,0.002620349172502756,-6.486727237701416,-6.29947566986084,-6.438826084136963,2500.0,4,100.0
2025-09-22 12:03:36.235,194661.390625,217231.453125,327675.9375,0.0007178191444836557,327675.9375,0.0012876950204372406,327675.9375,0.0008580816211178899,0.08549294620752335,-6.49568510055542,-6.302004814147949,-6.439958572387695,2500.0,4,100.0
2025-09-22 12:03:39.349,31317.958984375,28275.908203125,327675.9375,0.0007218081736937165,327675.9375,0.0013141948729753494,327675.9375,0.0008412632159888744,-0.013853088021278381,-6.495184421539307,-6.298532009124756,-6.444263935089111,2500.0,4,100.0
2025-09-22 12:03:42.376,196518.640625,212728.296875,327675.9375,0.0005494781071320176,327675.9375,0.0012461794540286064,327675.9375,0.000869056791998446,0.0612645260989666,-4.384707450866699,-4.208720684051514,-4.28580379486084,2500.0,4,100.0
2025-09-22 12:03:45.400,56255.5,62691.87109375,327675.9375,0.0005336878821253777,327675.9375,0.0012531033717095852,327675.9375,0.0008731145062483847,-0.02565276250243187,-4.397895812988281,-4.209968566894531,-4.290112495422363,2500.0,4,100.0
2025-09-22 12:03:48.425,34409.515625,25508.92578125,327675.9375,0.0005254681454971433,327675.9375,0.0012446647742763162,327675.9375,0.0008524273289367557,-0.01900377683341503,-4.395863056182861,-4.209341049194336,-4.291165828704834,2500.0,4,100.0
2025-09-22 12:03:52.409,125650.2265625,207268.359375,327675.9375,0.0007172666373662651,327675.9375,0.001339342212304473,327675.9375,0.0008293105638585985,0.05433904007077217,-6.506141662597656,-6.296136379241943,-6.44977331161499,2500.0,4,100.0
2025-09-22 12:03:55.685,145599.296875,180702.0,327675.9375,0.0006767613813281059,327675.9375,0.0013069823617115617,327675.9375,0.0008332384750247002,-1.2122802734375,-6.505344390869141,-6.2977519035339355,-6.448482513427734,2500.0,4,100.0
2025-09-22 12:03:58.711,36730.16796875,27186.171875,327675.9375,0.0005656597204506397,327675.9375,0.0012558528687804937,327675.9375,0.000838064996059984,-0.03139219805598259,-4.382064342498779,-4.208714485168457,-4.296753406524658,2500.0,4,100.0
2025-09-22 12:04:01.731,48261.6875,31788.619140625,327675.9375,0.0005562595906667411,327675.9375,0.0012284927070140839,327675.9375,0.0008445518906228244,-0.036834340542554855,-4.385040283203125,-4.211472034454346,-4.295540809631348,2500.0,4,100.0
2025-09-22 12:04:04.751,87794.2265625,64492.83203125,327675.9375,0.0005406620330177248,327675.9375,0.001239825738593936,327675.9375,0.0008278421009890735,-0.026921575888991356,-4.389833927154541,-4.20940637588501,-4.294412612915039,2500.0,4,100.0
