시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-22 13:29:25,159.02,2.60,6.10,100.01
2025-09-22 13:29:35,159.42,2.57,6.09,99.85
2025-09-22 13:29:45,159.22,2.59,6.10,99.89
2025-09-22 13:29:55,158.16,2.58,6.13,100.35
2025-09-22 13:30:06,159.03,2.67,6.10,99.89
2025-09-22 13:30:16,159.20,2.57,6.10,99.97
2025-09-22 13:30:26,158.97,2.64,6.11,100.08
2025-09-22 13:30:36,159.13,2.68,6.10,99.96
2025-09-22 13:30:46,159.31,2.54,6.10,99.93
2025-09-22 13:30:56,158.79,2.55,6.12,100.21
2025-09-22 13:31:07,159.04,2.74,6.10,99.88
2025-09-22 13:31:17,159.11,2.57,6.11,100.03
2025-09-22 13:31:27,159.04,2.60,6.11,100.03
2025-09-22 13:31:37,159.00,2.66,6.11,100.04
2025-09-22 13:31:47,158.84,2.64,6.11,100.14
2025-09-22 13:31:57,158.75,2.57,6.11,100.19
2025-09-22 13:32:08,155.33,2.67,6.17,101.11
2025-09-22 13:32:18,159.01,2.53,6.11,100.03
2025-09-22 13:32:28,159.13,2.57,6.10,100.02
2025-09-22 13:32:38,159.01,2.58,6.11,100.07
2025-09-22 13:32:48,158.66,2.70,6.12,100.22
2025-09-22 13:32:58,159.12,2.60,6.10,99.94
2025-09-22 13:33:08,158.89,2.61,6.10,99.89
2025-09-22 13:33:19,159.05,2.56,6.11,100.07
2025-09-22 13:33:29,159.00,2.63,6.10,100.00
2025-09-22 13:33:39,158.71,2.63,6.11,100.14
2025-09-22 13:33:49,158.43,2.61,6.13,100.40
2025-09-22 13:33:59,159.16,2.60,6.10,99.96
2025-09-22 13:34:09,158.94,2.66,6.10,99.99
2025-09-22 13:34:20,158.30,2.61,6.12,100.28
2025-09-22 13:34:30,159.18,2.47,6.11,100.03
2025-09-22 13:34:40,158.90,2.64,6.11,100.11
2025-09-22 13:34:50,159.19,2.66,6.10,99.89
2025-09-22 13:35:00,157.39,2.62,6.11,100.09
2025-09-22 13:35:10,159.46,2.76,6.08,99.65
2025-09-22 13:35:21,158.87,2.58,6.11,100.06
2025-09-22 13:35:31,159.18,2.56,6.10,99.98
2025-09-22 13:35:41,158.65,2.59,6.12,100.23
2025-09-22 13:35:51,159.11,2.63,6.10,99.98
2025-09-22 13:36:01,159.12,2.74,6.09,99.86
2025-09-22 13:36:11,158.92,2.64,6.11,100.09
2025-09-22 13:36:21,155.94,2.64,6.12,100.28
2025-09-22 13:36:32,159.10,2.51,6.11,100.06
2025-09-22 13:36:42,159.09,2.64,6.10,99.90
2025-09-22 13:36:52,158.73,2.68,6.11,100.18
2025-09-22 13:37:02,155.14,2.68,6.17,101.10
2025-09-22 13:37:12,159.43,2.90,6.08,99.61
2025-09-22 13:37:22,158.79,2.61,6.11,100.13
2025-09-22 13:37:33,159.63,3.31,6.05,99.16
2025-09-22 13:37:43,159.09,2.65,6.10,99.91
2025-09-22 13:37:53,158.66,2.72,6.11,100.18
2025-09-22 13:38:03,158.93,2.52,6.11,100.13
2025-09-22 13:38:13,159.00,2.76,6.10,99.88
2025-09-22 13:38:23,158.90,2.70,6.11,100.06
2025-09-22 13:38:34,159.31,2.48,6.10,99.95
2025-09-22 13:38:44,159.17,2.67,6.10,99.92
2025-09-22 13:38:54,159.17,2.64,6.12,100.21
2025-09-22 13:39:04,159.16,2.63,6.10,99.94
2025-09-22 13:39:14,43.41,2.59,21.23,347.88
2025-09-22 13:39:24,43.91,3.54,20.34,333.29
2025-09-22 13:39:34,42.19,3.20,21.14,346.37
2025-09-22 13:39:44,40.83,2.50,21.31,349.10
2025-09-22 13:39:54,42.46,3.10,20.73,339.71
2025-09-22 13:40:04,43.43,3.55,20.35,333.39
2025-09-22 13:40:14,42.75,2.71,21.01,344.24
2025-09-22 13:40:24,42.26,2.56,21.28,348.58
2025-09-22 13:40:34,42.23,2.48,21.30,349.01
2025-09-22 13:40:44,42.21,2.54,21.29,348.79
2025-09-22 13:40:54,41.20,2.71,21.38,350.31
2025-09-22 13:41:04,40.68,2.58,21.75,356.43
2025-09-22 13:41:14,42.35,2.54,21.22,347.70
2025-09-22 13:41:24,42.06,2.91,21.23,347.86
2025-09-22 13:41:34,43.71,2.57,20.66,338.53
2025-09-22 13:41:44,41.76,2.78,21.31,349.13
2025-09-22 13:41:54,39.14,2.66,21.86,358.15
2025-09-22 13:42:04,43.70,2.64,20.63,338.07
2025-09-22 13:42:15,41.51,2.83,21.36,349.98
2025-09-22 13:42:25,58.92,2.60,15.70,257.21
2025-09-22 13:42:35,42.10,2.78,21.23,347.76
2025-09-22 13:42:45,42.20,2.79,21.18,346.94
2025-09-22 13:42:55,41.94,2.82,21.22,347.61
2025-09-22 13:43:05,42.45,3.03,20.93,342.92
2025-09-22 13:43:15,42.16,2.88,21.21,347.54
2025-09-22 13:43:25,41.83,2.86,21.11,345.80
2025-09-22 13:43:35,42.33,2.86,21.05,344.95
2025-09-22 13:43:45,41.29,2.83,21.34,349.61
2025-09-22 13:43:55,41.97,2.79,21.26,348.33
2025-09-22 13:44:05,41.94,2.82,21.24,348.00
2025-09-22 13:44:15,42.03,2.80,21.18,347.03
2025-09-22 13:44:25,42.32,2.79,21.13,346.24
2025-09-22 13:44:35,42.58,2.77,21.04,344.72
2025-09-22 13:44:45,43.56,2.54,20.69,339.03
2025-09-22 13:44:55,41.76,2.74,21.18,346.98
2025-09-22 13:45:05,41.85,2.70,21.36,349.92
2025-09-22 13:45:15,41.90,2.68,21.32,349.24
2025-09-22 13:45:25,42.59,2.82,21.02,344.36
2025-09-22 13:45:35,41.92,2.75,21.28,348.69
2025-09-22 13:45:45,42.01,2.76,21.19,347.20
2025-09-22 13:45:55,42.84,2.90,20.89,342.29
2025-09-22 13:46:05,39.00,2.59,21.93,359.33
2025-09-22 13:46:15,38.91,3.88,21.44,351.31
2025-09-22 13:46:25,39.28,5.01,20.61,337.63
2025-09-22 13:46:35,39.72,2.61,21.57,353.48
2025-09-22 13:46:45,42.18,3.88,20.68,338.90
2025-09-22 13:46:55,40.11,2.75,21.34,349.56
2025-09-22 13:47:05,43.57,2.72,20.63,337.92
2025-09-22 13:47:15,42.65,2.75,21.03,344.55
2025-09-22 13:47:25,41.73,2.86,21.24,348.00
2025-09-22 13:47:35,43.24,2.83,20.69,338.91
