시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 10:19:02,62.62,2.53,14.86,243.51
2025-09-19 10:19:12,60.98,2.36,15.22,249.44
2025-09-19 10:19:22,56.74,2.75,16.22,265.75
2025-09-19 10:19:32,61.22,3.27,15.00,245.71
2025-09-19 10:19:42,62.05,2.58,14.98,245.39
2025-09-19 10:19:52,47.78,2.84,18.94,310.32
2025-09-19 10:20:02,57.19,2.63,16.13,264.36
2025-09-19 10:20:12,60.77,2.55,15.24,249.63
2025-09-19 10:20:22,59.35,2.47,15.64,256.22
2025-09-19 10:20:32,61.57,2.59,14.95,244.95
2025-09-19 10:20:42,60.74,2.91,15.19,248.92
2025-09-19 10:20:52,48.34,2.55,18.80,308.08
