시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 13:45:44,39.31,2.53,21.77,356.64
2025-09-19 13:45:54,41.47,3.07,21.11,345.92
2025-09-19 13:46:04,42.00,3.58,20.92,342.73
2025-09-19 13:46:14,42.03,2.60,21.30,348.98
2025-09-19 13:46:24,41.66,2.81,21.35,349.84
2025-09-19 13:46:34,40.13,3.33,21.63,354.33
2025-09-19 13:46:45,40.75,2.46,21.72,355.82
2025-09-19 13:46:55,39.76,3.16,21.21,347.55
2025-09-19 13:47:05,42.29,2.49,21.24,347.93
2025-09-19 13:47:15,42.23,3.61,20.81,340.98
2025-09-19 13:47:25,42.28,2.99,21.05,344.93
2025-09-19 13:47:35,41.92,2.44,21.07,345.25
2025-09-19 13:47:45,42.19,2.90,21.16,346.65
2025-09-19 13:47:55,38.92,2.79,21.88,358.53
2025-09-19 13:48:05,38.23,3.22,21.75,356.39
2025-09-19 13:48:15,41.43,2.46,21.36,349.96
2025-09-19 13:48:25,42.11,3.77,20.73,339.62
2025-09-19 13:48:35,38.80,3.32,21.50,352.33
2025-09-19 13:48:45,40.67,2.46,21.74,356.14
2025-09-19 13:48:55,42.51,2.44,21.18,347.04
2025-09-19 13:49:05,41.70,2.63,21.33,349.55
2025-09-19 13:49:15,42.13,2.56,21.25,348.09
2025-09-19 13:49:25,42.44,2.59,21.19,347.16
2025-09-19 13:49:35,42.25,2.92,21.06,345.11
2025-09-19 13:49:45,42.44,3.95,20.52,336.18
2025-09-19 13:49:55,42.51,2.39,21.18,347.02
