시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LRF설정,R평균,출력샘플속도
2025-09-19 10:15:06.417,1.660179615020752,5.258701324462891,327675.9375,0.00020245712948963046,327675.9375,0.001201748033054173,327675.9375,0.0008723258506506681,0.3299749195575714,-5.589595317840576,-5.591904640197754,-5.6461334228515625,5000,4,100.0
2025-09-19 10:15:09.431,1.4672048091888428,4.618251323699951,327675.9375,0.0002478275273460895,327675.9375,0.0012508369982242584,327675.9375,0.0008639365551061928,0.3281877934932709,-5.8565144538879395,-5.591648101806641,-5.645204544067383,5000,4,100.0
2025-09-19 10:15:12.447,1.3943076133728027,4.372139930725098,327675.9375,0.00018647161778062582,327675.9375,0.0012392986100167036,327675.9375,0.0008510164334438741,0.3271489441394806,-5.870050430297852,-5.591622352600098,-5.65069580078125,5000,4,100.0
2025-09-19 10:15:15.461,1.3178061246871948,4.097880840301514,327675.9375,12400.7734375,327675.9375,0.0011941377306357026,327675.9375,0.0008164105238392949,0.3247804641723633,-4.706323623657227,-5.594631671905518,-5.6549906730651855,5000,4,100.0
2025-09-19 10:15:18.477,1.2902069091796875,3.9961047172546387,327675.9375,0.0001613960339454934,327675.9375,0.0012059134896844625,327675.9375,0.0008492007036693394,0.3236633241176605,-5.893683910369873,-5.592084884643555,-5.655049800872803,5000,4,100.0
2025-09-19 10:15:21.490,1.2125378847122192,3.72619366645813,327675.9375,0.0002568401687312871,327675.9375,0.0011931395856663585,327675.9375,0.0007940229261294007,0.3214709460735321,-5.565887451171875,-5.595176696777344,-5.658214569091797,5000,4,100.0
2025-09-19 10:15:24.504,1.154279351234436,3.532691478729248,327675.9375,0.00016941087960731238,327675.9375,0.0012084785848855972,327675.9375,0.0008402843377552927,0.3203192353248596,-5.885674476623535,-5.593110084533691,-5.653763771057129,5000,4,100.0
2025-09-19 10:15:27.518,1.0937093496322632,3.3188278675079346,327675.9375,0.00019451152184046805,327675.9375,0.0011965965386480093,327675.9375,0.0008369539282284677,0.3179473876953125,-5.883186340332031,-5.590959072113037,-5.652304649353027,5000,4,100.0
2025-09-19 10:15:30.535,1.0528770685195923,3.1832332611083984,327675.9375,0.00016390923701692373,327675.9375,0.0012283872347325087,327675.9375,0.000841848086565733,0.31689774990081787,-5.66761589050293,-5.590531349182129,-5.653287887573242,5000,4,100.0
2025-09-19 10:15:33.547,0.9581321477890015,2.8743178844451904,327675.9375,0.00023223235621117055,327675.9375,0.0011992842191830277,327675.9375,0.0008819138165563345,0.3147847354412079,-5.864561557769775,-5.592188358306885,-5.651076316833496,5000,4,100.0
