시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 17:56:23,42.57,4.47,20.19,330.81
2025-09-19 17:56:33,42.34,3.64,20.72,339.40
2025-09-19 17:56:43,42.42,2.96,20.89,342.28
2025-09-19 17:56:53,41.38,2.64,21.49,352.14
2025-09-19 17:57:03,42.48,2.59,21.34,349.58
2025-09-19 17:57:13,41.96,2.84,21.21,347.58
2025-09-19 17:57:23,40.11,2.87,21.30,348.93
2025-09-19 17:57:34,42.62,4.22,20.33,333.02
2025-09-19 17:57:44,41.81,2.67,21.36,349.98
2025-09-19 17:57:54,39.86,2.74,21.34,349.63
2025-09-19 17:58:04,41.31,2.82,21.17,346.88
