시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 15:16:40,42.49,3.61,20.73,339.60
2025-09-19 15:16:50,39.80,3.86,20.93,342.97
2025-09-19 15:17:00,41.99,2.81,21.23,347.77
2025-09-19 15:17:10,41.52,2.87,21.26,348.33
2025-09-19 15:17:20,41.82,2.49,21.38,350.28
2025-09-19 15:17:30,42.17,4.14,20.56,336.93
2025-09-19 15:17:40,43.35,4.14,20.05,328.47
2025-09-19 15:17:50,42.36,2.95,21.01,344.15
2025-09-19 15:18:00,38.58,3.80,21.70,355.60
2025-09-19 15:18:10,41.86,2.61,21.22,347.59
2025-09-19 15:18:20,40.52,4.68,20.71,339.38
2025-09-19 15:18:31,40.07,4.98,20.24,331.55
2025-09-19 15:18:41,40.86,3.04,21.18,347.07
2025-09-19 15:18:51,40.88,2.64,21.77,356.74
2025-09-19 15:19:01,41.57,4.57,20.69,339.06
2025-09-19 15:19:11,39.39,3.10,21.39,350.39
2025-09-19 15:19:21,42.17,3.31,20.95,343.24
2025-09-19 15:19:31,42.05,2.66,21.23,347.89
2025-09-19 15:19:41,43.64,4.98,19.65,322.01
2025-09-19 15:19:51,38.64,2.68,21.85,357.99
2025-09-19 15:20:01,39.41,2.86,21.73,355.98
2025-09-19 15:20:11,41.98,2.52,21.30,348.95
2025-09-19 15:20:21,42.26,2.64,21.13,346.24
2025-09-19 15:20:31,41.41,2.59,21.57,353.39
2025-09-19 15:20:41,41.57,2.99,21.22,347.73
2025-09-19 15:20:51,41.34,2.70,21.40,350.66
2025-09-19 15:21:01,43.55,3.73,20.21,331.19
2025-09-19 15:21:11,43.07,4.08,20.22,331.31
2025-09-19 15:21:21,41.72,3.05,20.97,343.52
2025-09-19 15:21:31,42.21,3.27,20.85,341.68
2025-09-19 15:21:41,42.83,3.02,20.77,340.37
2025-09-19 15:21:51,41.80,2.59,21.34,349.70
2025-09-19 15:22:01,36.46,3.85,21.51,352.44
2025-09-19 15:22:11,39.01,3.16,21.49,352.12
