시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 15:50:38,41.71,3.26,20.94,343.05
2025-09-19 15:50:49,40.91,3.19,21.35,349.72
2025-09-19 15:50:59,38.82,2.62,21.69,355.42
2025-09-19 15:51:09,40.15,3.39,21.49,352.13
2025-09-19 15:51:19,42.03,4.36,20.58,337.15
2025-09-19 15:51:29,42.69,3.24,20.80,340.77
2025-09-19 15:51:39,39.88,2.63,21.89,358.67
2025-09-19 15:51:49,42.16,2.47,21.34,349.65
2025-09-19 15:51:59,42.05,4.38,20.41,334.43
2025-09-19 15:52:09,39.75,2.76,21.96,359.72
2025-09-19 15:52:19,41.51,4.10,20.09,329.23
2025-09-19 15:52:29,43.74,3.27,20.36,333.53
2025-09-19 15:52:39,43.89,4.32,19.87,325.50
2025-09-19 15:52:49,42.27,2.83,21.15,346.49
2025-09-19 15:52:59,39.12,3.48,21.38,350.35
2025-09-19 15:53:09,42.23,2.98,21.11,345.85
2025-09-19 15:53:19,41.73,2.56,21.30,348.98
2025-09-19 15:53:29,41.02,3.83,21.08,345.36
2025-09-19 15:53:39,40.01,3.09,21.10,345.75
2025-09-19 15:53:49,40.08,3.98,20.94,343.16
2025-09-19 15:53:59,41.76,4.20,20.35,333.49
2025-09-19 15:54:09,40.96,2.91,21.38,350.37
2025-09-19 15:54:19,42.17,4.34,20.51,335.98
2025-09-19 15:54:29,39.84,4.64,20.71,339.38
2025-09-19 15:54:39,40.22,3.23,21.43,351.08
2025-09-19 15:54:49,38.53,2.81,21.95,359.62
2025-09-19 15:54:59,41.25,2.75,21.62,354.15
2025-09-19 15:55:09,39.91,4.46,20.46,335.29
2025-09-19 15:55:19,42.12,3.13,20.99,343.86
2025-09-19 15:55:29,39.23,2.71,21.52,352.51
2025-09-19 15:55:39,43.18,5.37,19.66,322.07
2025-09-19 15:55:49,41.34,3.18,21.22,347.71
2025-09-19 15:55:59,39.90,5.67,20.23,331.50
2025-09-19 15:56:09,40.26,4.36,20.36,333.52
2025-09-19 15:56:19,41.64,2.66,21.44,351.34
2025-09-19 15:56:29,39.17,2.74,21.77,356.65
2025-09-19 15:56:39,42.43,3.93,20.56,336.90
2025-09-19 15:56:49,41.01,3.75,20.71,339.31
2025-09-19 15:56:59,41.26,3.62,20.74,339.86
2025-09-19 15:57:10,39.55,4.13,20.76,340.11
2025-09-19 15:57:20,41.04,2.92,21.38,350.23
2025-09-19 15:57:30,41.28,2.99,21.25,348.23
2025-09-19 15:57:40,42.03,3.03,21.10,345.65
2025-09-19 15:57:50,43.86,4.66,19.65,321.91
2025-09-19 15:58:00,41.54,3.16,21.24,348.07
2025-09-19 15:58:10,42.21,4.71,20.21,331.16
2025-09-19 15:58:20,43.33,4.54,19.86,325.41
2025-09-19 15:58:30,39.85,3.18,21.17,346.87
2025-09-19 15:58:40,41.71,4.33,20.34,333.32
2025-09-19 15:58:50,41.77,2.69,21.32,349.36
2025-09-19 15:59:00,41.43,4.03,20.80,340.87
2025-09-19 15:59:10,38.39,3.73,21.63,354.39
2025-09-19 15:59:20,41.86,3.46,20.95,343.28
2025-09-19 15:59:30,39.34,3.26,21.64,354.59
2025-09-19 15:59:40,40.19,3.23,21.43,351.05
2025-09-19 15:59:50,42.20,2.66,21.22,347.66
2025-09-19 16:00:00,40.91,2.68,21.53,352.69
2025-09-19 16:00:10,43.04,4.31,20.18,330.58
2025-09-19 16:00:20,41.87,4.42,20.01,327.76
2025-09-19 16:00:30,39.65,3.56,20.93,342.89
2025-09-19 16:00:40,42.62,4.71,20.16,330.23
2025-09-19 16:00:50,40.36,3.16,21.26,348.32
2025-09-19 16:01:00,40.69,3.24,21.40,350.67
2025-09-19 16:01:10,42.40,3.27,20.82,341.19
2025-09-19 16:01:20,39.20,3.17,21.51,352.44
2025-09-19 16:01:30,40.09,2.77,21.93,359.38
2025-09-19 16:01:40,43.18,3.39,20.44,334.93
2025-09-19 16:01:50,41.53,4.44,20.60,337.58
2025-09-19 16:02:00,42.29,3.89,20.58,337.23
2025-09-19 16:02:10,41.98,3.34,20.97,343.54
2025-09-19 16:02:20,40.40,4.12,20.85,341.58
2025-09-19 16:02:30,41.48,3.33,20.90,342.44
2025-09-19 16:02:40,41.79,4.20,20.55,336.68
2025-09-19 16:02:50,39.39,4.47,20.59,337.40
2025-09-19 16:03:00,39.23,3.57,21.19,347.12
2025-09-19 16:03:10,40.67,4.62,20.48,335.53
2025-09-19 16:03:20,38.25,4.01,21.19,347.22
2025-09-19 16:03:30,39.21,2.87,21.63,354.40
2025-09-19 16:03:41,40.00,4.71,20.32,332.89
2025-09-19 16:03:51,42.59,4.49,20.24,331.64
2025-09-19 16:04:01,41.04,2.78,21.54,352.88
2025-09-19 16:04:11,42.92,4.67,20.00,327.69
