시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 10:08:13,62.92,2.50,14.78,242.15
2025-09-19 10:08:23,57.86,2.57,15.97,261.66
2025-09-19 10:08:33,62.41,2.52,14.91,244.23
2025-09-19 10:08:43,60.45,2.47,15.32,250.97
2025-09-19 10:08:53,48.42,2.49,18.80,308.07
2025-09-19 10:09:03,58.26,2.69,15.84,259.56
2025-09-19 10:09:13,59.56,2.81,15.48,253.64
2025-09-19 10:09:23,59.50,2.52,15.55,254.75
2025-09-19 10:09:33,57.55,2.53,16.06,263.10
2025-09-19 10:09:43,56.64,2.70,16.24,266.15
2025-09-19 10:09:53,60.20,2.55,15.34,251.38
2025-09-19 10:10:03,54.70,2.69,16.20,265.41
2025-09-19 10:10:13,59.52,2.59,15.55,254.74
2025-09-19 10:10:23,54.78,2.43,16.54,270.91
2025-09-19 10:10:33,57.56,2.50,15.56,254.94
2025-09-19 10:10:43,60.01,2.61,15.38,251.99
2025-09-19 10:10:53,57.17,2.57,16.15,264.61
2025-09-19 10:11:03,60.80,2.53,15.25,249.84
