시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 16:06:23,42.73,2.82,21.00,344.08
2025-09-19 16:06:33,40.13,2.62,21.90,358.88
2025-09-19 16:06:43,40.11,3.27,21.44,351.24
2025-09-19 16:06:53,43.56,4.10,20.01,327.90
2025-09-19 16:07:03,41.98,2.68,21.30,348.94
2025-09-19 16:07:13,42.43,2.59,21.13,346.12
2025-09-19 16:07:23,43.36,3.69,20.28,332.29
2025-09-19 16:07:33,40.85,3.83,21.07,345.28
2025-09-19 16:07:43,42.08,2.71,21.23,347.79
2025-09-19 16:07:53,42.82,3.91,20.43,334.65
2025-09-19 16:08:03,42.68,2.66,21.08,345.33
2025-09-19 16:08:13,42.08,2.67,21.28,348.60
2025-09-19 16:08:23,40.31,2.67,21.82,357.42
2025-09-19 16:08:33,43.05,4.02,20.26,331.92
2025-09-19 16:08:43,39.09,3.12,21.53,352.68
2025-09-19 16:08:53,42.40,3.02,20.93,342.96
2025-09-19 16:09:03,42.17,2.61,21.21,347.53
2025-09-19 16:09:13,39.66,4.75,20.44,334.95
2025-09-19 16:09:23,40.79,3.27,21.31,349.22
2025-09-19 16:09:33,42.03,4.66,20.14,330.00
2025-09-19 16:09:43,43.44,4.04,20.09,329.21
2025-09-19 16:09:53,39.42,2.60,21.62,354.28
2025-09-19 16:10:03,42.16,2.51,21.31,349.18
2025-09-19 16:10:13,42.45,2.72,20.81,340.98
2025-09-19 16:10:23,41.12,3.24,21.22,347.66
2025-09-19 16:10:33,43.34,2.97,20.55,336.70
2025-09-19 16:10:44,40.19,3.65,21.31,349.19
2025-09-19 16:10:54,42.13,3.86,20.49,335.72
2025-09-19 16:11:04,40.51,2.56,21.80,357.18
2025-09-19 16:11:14,40.89,3.51,21.05,344.88
2025-09-19 16:11:24,42.05,2.67,21.26,348.40
2025-09-19 16:11:34,43.64,2.74,20.60,337.43
2025-09-19 16:11:44,37.69,3.31,21.53,352.76
2025-09-19 16:11:54,43.54,3.63,20.27,332.06
2025-09-19 16:12:04,41.80,2.61,21.29,348.84
2025-09-19 16:12:14,43.81,3.11,20.34,333.26
2025-09-19 16:12:24,40.44,3.72,21.24,348.06
2025-09-19 16:12:34,42.12,2.90,21.18,347.03
2025-09-19 16:12:44,40.98,3.53,21.11,345.80
2025-09-19 16:12:54,41.75,3.18,21.13,346.20
2025-09-19 16:13:04,42.06,2.61,21.24,347.95
2025-09-19 16:13:14,40.52,4.22,20.83,341.31
2025-09-19 16:13:24,41.32,3.10,21.24,347.99
2025-09-19 16:13:34,41.10,2.66,21.42,350.93
2025-09-19 16:13:44,41.55,2.86,21.19,347.24
2025-09-19 16:13:54,40.88,3.65,21.24,347.93
2025-09-19 16:14:04,41.66,4.16,20.76,340.19
2025-09-19 16:14:14,39.99,3.47,21.54,352.85
2025-09-19 16:14:24,43.05,2.70,20.89,342.22
2025-09-19 16:14:34,41.91,2.51,21.42,350.89
2025-09-19 16:14:44,42.68,3.05,20.91,342.52
2025-09-19 16:14:54,42.40,2.53,21.23,347.87
2025-09-19 16:15:04,40.49,2.51,21.69,355.41
2025-09-19 16:15:14,41.76,2.76,21.29,348.75
2025-09-19 16:15:24,42.13,3.28,20.93,342.89
