시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 14:08:27,41.91,2.53,21.34,349.70
2025-09-19 14:08:38,41.95,2.83,21.22,347.66
2025-09-19 14:08:48,42.14,2.57,21.28,348.70
2025-09-19 14:08:58,42.47,2.64,21.08,345.39
2025-09-19 14:09:08,9.87,2.94,21.38,350.32
2025-09-19 14:09:18,3.58,2.84,21.04,344.71
2025-09-19 14:09:28,2.92,3.38,20.70,339.13
2025-09-19 14:09:38,44.43,2.62,21.13,346.26
2025-09-19 14:09:48,44.37,2.77,21.09,345.56
2025-09-19 14:09:58,44.27,2.95,21.05,344.81
2025-09-19 14:10:08,42.38,2.70,21.87,358.32
2025-09-19 14:10:18,42.50,5.48,20.69,338.97
2025-09-19 14:10:28,42.30,2.55,21.21,347.49
2025-09-19 14:10:38,39.05,5.69,21.29,348.79
2025-09-19 14:10:48,42.78,2.81,21.06,345.08
2025-09-19 14:10:58,10.98,2.90,21.28,348.70
2025-09-19 14:11:08,12.80,4.16,19.94,326.71
2025-09-19 14:11:18,9.08,3.47,21.15,346.52
2025-09-19 14:11:28,0.43,5.85,13.95,228.48
2025-09-19 14:11:38,6.73,3.02,21.13,346.17
2025-09-19 14:11:48,8.61,3.77,20.87,341.97
2025-09-19 14:11:58,9.71,4.24,20.60,337.48
2025-09-19 14:12:08,0.21,3.02,21.41,350.73
2025-09-19 14:12:18,0.25,4.21,20.35,333.47
2025-09-19 14:12:28,9.51,3.09,21.40,350.70
2025-09-19 14:12:38,0.37,4.69,16.75,274.51
2025-09-19 14:12:48,0.19,2.88,18.29,299.59
2025-09-19 14:12:58,1.21,3.14,21.64,354.48
2025-09-19 14:13:08,42.73,2.85,21.06,345.01
2025-09-19 14:13:18,40.56,4.34,21.23,347.85
2025-09-19 14:13:28,40.54,5.29,20.82,341.04
2025-09-19 14:13:38,40.33,4.64,21.18,346.98
2025-09-19 14:13:48,40.01,4.39,21.26,348.39
2025-09-19 14:13:58,39.65,5.67,21.04,344.75
2025-09-19 14:14:08,36.23,5.78,21.60,353.97
2025-09-19 14:14:18,39.62,5.31,21.23,347.84
2025-09-19 14:14:28,39.60,7.81,20.16,330.33
2025-09-19 14:14:38,39.98,5.21,21.12,346.02
2025-09-19 14:14:48,39.83,5.41,21.09,345.59
2025-09-19 14:14:58,39.80,5.75,20.95,343.24
2025-09-19 14:15:08,39.35,5.57,21.22,347.71
2025-09-19 14:15:18,38.86,9.15,19.87,325.52
2025-09-19 14:15:28,39.26,5.93,21.06,345.08
2025-09-19 14:15:38,38.45,7.00,20.87,341.97
2025-09-19 14:15:48,35.16,5.64,22.86,374.46
2025-09-19 14:15:58,37.35,8.90,19.80,324.44
2025-09-19 14:16:08,38.48,5.31,21.71,355.69
2025-09-19 14:16:18,39.07,5.21,21.52,352.51
2025-09-19 14:16:28,39.26,5.72,21.22,347.61
2025-09-19 14:16:38,38.80,5.91,21.16,346.72
2025-09-19 14:16:49,39.93,5.24,21.15,346.50
2025-09-19 14:16:59,39.65,5.27,21.23,347.91
2025-09-19 14:17:09,39.71,5.68,21.00,344.14
2025-09-19 14:17:19,39.59,5.30,21.24,347.94
2025-09-19 14:17:29,39.53,5.37,21.23,347.83
2025-09-19 14:17:39,39.74,5.37,21.14,346.41
2025-09-19 14:17:49,39.08,5.59,21.27,348.56
2025-09-19 14:17:59,38.92,5.71,21.19,347.20
2025-09-19 14:18:09,39.09,5.29,21.47,351.82
2025-09-19 14:18:19,39.77,5.48,21.09,345.55
2025-09-19 14:18:29,39.19,5.76,21.17,346.80
2025-09-19 14:18:39,39.40,5.16,21.30,348.94
2025-09-19 14:18:49,39.80,5.34,21.10,345.69
2025-09-19 14:18:59,38.89,6.11,21.08,345.38
2025-09-19 14:19:09,38.12,5.48,21.56,353.30
