시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 18:22:02,159.14,2.61,6.10,99.96
2025-09-19 18:22:12,158.59,2.63,6.12,100.23
2025-09-19 18:22:22,158.98,2.58,6.11,100.06
2025-09-19 18:22:32,157.89,2.58,6.13,100.39
2025-09-19 18:22:42,158.89,2.63,6.10,99.99
2025-09-19 18:22:53,159.12,2.66,6.10,99.87
2025-09-19 18:23:03,158.86,2.65,6.11,100.09
2025-09-19 18:23:13,158.69,2.66,6.11,100.10
2025-09-19 18:23:23,158.97,2.59,6.10,99.97
2025-09-19 18:23:33,158.88,2.58,6.11,100.07
2025-09-19 18:23:43,160.00,2.63,6.06,99.32
2025-09-19 18:23:54,158.68,2.55,6.11,100.11
2025-09-19 18:24:04,159.20,2.63,6.10,99.91
2025-09-19 18:24:14,158.82,2.56,6.11,100.04
2025-09-19 18:24:24,158.88,2.55,6.11,100.15
2025-09-19 18:24:34,158.84,2.50,6.11,100.06
2025-09-19 18:24:44,159.82,2.77,6.06,99.35
