시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LRF설정,R평균,출력샘플속도
2025-09-19 09:31:00.056,1.6154916286468506,2.602386474609375,1.6406322717666626,327671.21875,0.9808696508407593,0.0014421326341107488,1.6762615442276,0.0010359486332163215,0.13841907680034637,2.5510926246643066,-2.0884976387023926,-2.37686824798584,5000,4,100.0
2025-09-19 09:31:03.083,1.6155500411987305,2.6024246215820312,1.8005255460739136,327670.96875,1.0127466917037964,0.0013372687390074134,1.3998552560806274,0.0010027237003669143,0.13841933012008667,2.5393857955932617,-2.1216893196105957,-2.316012144088745,5000,4,100.0
2025-09-19 09:31:06.105,1.6157432794570923,2.6028199195861816,1.8879748582839966,327670.84375,1.0391710996627808,0.0012359416577965021,1.1382113695144653,0.001017396803945303,0.1384296417236328,2.533344268798828,-2.1570544242858887,-2.256211042404175,5000,4,100.0
2025-09-19 09:31:09.129,1.615447998046875,2.6021955013275146,1.9214035272598267,327670.75,1.0671106576919556,0.0012122300686314702,0.8792526125907898,0.0010772279929369688,0.13842806220054626,2.531118631362915,-2.182365655899048,-2.1551101207733154,5000,4,100.0
2025-09-19 09:31:12.150,1.6159747838974,2.6028811931610107,1.9079524278640747,327670.65625,1.0932321548461914,0.0011886291904374957,0.6521909236907959,0.0010565589182078838,0.138410747051239,2.532017469406128,-2.1900908946990967,-2.05376935005188,5000,4,100.0
2025-09-19 09:31:15.169,1.6156882047653198,2.602570056915283,1.771502137184143,327670.59375,1.1211878061294556,0.001121993875131011,0.49552541971206665,0.0010491895955055952,0.13841797411441803,2.541053056716919,-2.2094719409942627,-1.9576793909072876,5000,4,100.0
2025-09-19 09:31:18.193,1.6155438423156738,2.602370500564575,1.5894865989685059,327670.5,1.1533203125,0.0011614442337304354,0.3809584379196167,0.0011016930220648646,0.13842487335205078,2.554859161376953,-2.2118189334869385,-1.8620123863220215,5000,4,100.0
2025-09-19 09:31:21.217,1.6157329082489014,2.6029930114746094,1.4715536832809448,327670.40625,1.1860829591751099,0.0011371972505003214,0.2918846309185028,0.0011381353251636028,0.1384255588054657,2.564709186553955,-2.2301557064056396,-1.7690529823303223,5000,4,100.0
2025-09-19 09:31:24.237,1.615544080734253,2.6022088527679443,1.256212592124939,327670.3125,1.220241665840149,0.0011216765269637108,0.23843428492546082,0.0011828247224912047,0.13840655982494354,2.5836079120635986,-2.246394634246826,-1.6974271535873413,5000,4,100.0
2025-09-19 09:31:27.264,1.6154831647872925,2.6023247241973877,1.0615074634552002,327670.28125,1.2546913623809814,0.0010951474541798234,0.2075319141149521,0.0011429514270275831,0.138412207365036,2.604945659637451,-2.255969762802124,-1.6407965421676636,5000,4,100.0
2025-09-19 09:31:30.286,1.6154147386550903,2.602370023727417,0.8591691851615906,327670.25,1.288352131843567,0.0010721239959821105,0.17785847187042236,0.0011687581427395344,0.13843390345573425,2.6290876865386963,-2.2791435718536377,-1.5958623886108398,5000,4,100.0
2025-09-19 09:31:33.303,1.6148314476013184,2.601529121398926,0.6969501376152039,327670.28125,1.3219536542892456,0.0009897134732455015,0.16500993072986603,0.0011900485260412097,0.1384371668100357,2.6541666984558105,-2.305121660232544,-1.5591963529586792,5000,4,100.0
2025-09-19 09:31:36.322,1.6150846481323242,2.602006673812866,0.5541286468505859,327670.34375,1.355658769607544,0.0010077257174998522,0.150031179189682,0.0011386569822207093,0.1384345144033432,2.680166006088257,-2.3284409046173096,-1.5345311164855957,5000,4,100.0
2025-09-19 09:31:39.341,1.6153154373168945,2.6022250652313232,0.45372337102890015,327670.40625,1.386727213859558,0.0009214704623445868,0.11581023037433624,0.0011744298972189426,0.13843470811843872,2.702165365219116,-2.355462074279785,-1.440339207649231,5000,4,100.0
2025-09-19 09:31:42.362,1.6155335903167725,2.6024513244628906,0.3773746192455292,327670.46875,1.3961865901947021,0.0009465417824685574,0.06260116398334503,0.0011625592596828938,0.13843227922916412,2.72269868850708,-2.345726728439331,-1.2457040548324585,5000,4,100.0
2025-09-19 09:31:45.397,1.6156028509140015,2.6027209758758545,0.32384130358695984,327670.53125,1.3738716840744019,0.0010117334313690662,0.024261921644210815,0.0011013473849743605,0.13843022286891937,2.73958420753479,-2.3205225467681885,-0.9414657354354858,5000,4,100.0
2025-09-19 09:31:48.407,1.6156854629516602,2.6021533012390137,0.2649311125278473,327670.59375,1.328229308128357,0.0010645167203620076,0.004363488871604204,0.0010591022437438369,0.13839681446552277,2.7593166828155518,-2.2892932891845703,-0.4463973343372345,5000,4,100.0
2025-09-19 09:31:51.442,1.6156617403030396,2.602405071258545,0.23699644207954407,327670.6875,1.2645548582077026,0.001064396114088595,332529.28125,0.0010454969014972448,0.1384003609418869,2.7719104290008545,-2.270885705947876,-5.60581111907959,5000,4,100.0
2025-09-19 09:31:54.464,1.6154130697250366,2.602363109588623,0.21607300639152527,327670.75,1.1916193962097168,0.0011095012305304408,327675.9375,0.0009860764257609844,0.13841569423675537,2.7812023162841797,-2.2408926486968994,-5.624368667602539,5000,4,100.0
2025-09-19 09:31:57.488,1.6153653860092163,2.602041006088257,0.19476939737796783,327670.8125,1.1116719245910645,0.00115404580719769,327675.9375,0.0009817176032811403,0.13842305541038513,2.7917025089263916,-2.20418381690979,-5.623383045196533,5000,4,100.0
2025-09-19 09:32:00.516,1.6151723861694336,2.601839542388916,0.1765301376581192,327670.90625,1.0276610851287842,0.0011335107265040278,327675.9375,0.0009880081051960588,0.1384127140045166,2.801391363143921,-2.180858850479126,-5.6226677894592285,5000,4,100.0
