시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 11:16:36,43.09,2.63,20.79,340.57
2025-09-19 11:16:46,41.98,3.26,21.02,344.36
2025-09-19 11:16:56,42.10,2.60,21.25,348.14
2025-09-19 11:17:06,41.59,2.80,21.23,347.83
2025-09-19 11:17:16,42.55,2.72,21.07,345.29
2025-09-19 11:17:26,42.14,2.65,21.28,348.58
2025-09-19 11:17:36,42.28,2.58,21.24,347.97
2025-09-19 11:17:46,41.92,2.58,21.29,348.76
2025-09-19 11:17:56,42.06,2.90,21.14,346.30
2025-09-19 11:18:06,41.98,2.71,21.24,348.03
2025-09-19 11:18:17,40.59,2.64,21.48,351.95
2025-09-19 11:18:27,41.19,2.94,21.49,352.13
2025-09-19 11:18:37,42.23,2.60,21.26,348.24
2025-09-19 11:18:47,41.89,2.49,21.41,350.80
2025-09-19 11:18:57,39.70,2.56,21.77,356.62
2025-09-19 11:19:07,42.04,2.60,21.18,346.97
2025-09-19 11:19:17,41.96,3.12,21.04,344.72
2025-09-19 11:19:27,42.21,2.61,21.26,348.31
2025-09-19 11:19:37,42.06,2.64,21.22,347.74
2025-09-19 11:19:47,41.10,2.81,21.52,352.56
2025-09-19 11:19:57,42.25,2.59,21.23,347.81
2025-09-19 11:20:07,39.23,2.61,21.74,356.16
2025-09-19 11:20:17,41.39,2.54,21.30,348.96
2025-09-19 11:20:27,41.70,2.76,21.34,349.63
2025-09-19 11:20:37,41.24,2.59,21.24,347.98
2025-09-19 11:20:47,42.04,2.67,21.28,348.66
2025-09-19 11:20:57,42.37,2.66,21.10,345.69
2025-09-19 11:21:07,42.30,2.58,21.18,346.94
2025-09-19 11:21:17,42.53,3.25,20.84,341.45
2025-09-19 11:21:27,41.71,2.48,21.44,351.27
2025-09-19 11:21:37,42.36,2.61,21.21,347.45
2025-09-19 11:21:47,41.84,2.53,21.39,350.48
2025-09-19 11:21:57,41.74,2.46,21.47,351.69
2025-09-19 11:22:07,42.78,2.75,21.05,344.93
2025-09-19 11:22:17,42.20,2.58,21.26,348.32
2025-09-19 11:22:27,40.67,2.84,21.54,352.93
2025-09-19 11:22:37,42.03,2.60,21.30,348.99
2025-09-19 11:22:47,39.35,2.88,21.47,351.84
2025-09-19 11:22:57,42.69,3.16,20.82,341.10
2025-09-19 11:23:07,42.24,2.59,21.22,347.61
2025-09-19 11:23:17,41.88,2.91,21.19,347.24
2025-09-19 11:23:27,42.24,2.63,21.22,347.71
2025-09-19 11:23:37,41.75,2.80,21.30,349.00
2025-09-19 11:23:47,42.12,3.83,20.72,339.46
2025-09-19 11:23:57,41.78,3.61,20.94,343.14
2025-09-19 11:24:07,42.01,2.69,21.23,347.90
2025-09-19 11:24:17,42.07,2.90,21.12,346.01
2025-09-19 11:24:27,42.35,2.94,21.05,344.94
2025-09-19 11:24:37,42.29,2.57,21.23,347.76
2025-09-19 11:24:47,42.47,2.73,21.07,345.26
2025-09-19 11:24:57,42.53,2.66,21.11,345.81
2025-09-19 11:25:07,41.90,3.55,20.88,342.17
2025-09-19 11:25:17,42.16,2.67,21.26,348.35
2025-09-19 11:25:27,42.29,2.56,21.26,348.34
2025-09-19 11:25:37,42.04,2.89,21.12,346.07
2025-09-19 11:25:47,42.25,2.82,21.14,346.42
2025-09-19 11:25:57,42.24,2.65,21.22,347.74
2025-09-19 11:26:07,42.33,2.52,21.24,348.01
2025-09-19 11:26:17,41.95,2.49,21.34,349.60
2025-09-19 11:26:27,41.77,2.87,21.22,347.60
2025-09-19 11:26:38,42.42,2.61,21.16,346.68
2025-09-19 11:26:48,41.67,2.84,21.22,347.65
2025-09-19 11:26:58,42.53,2.62,21.11,345.92
2025-09-19 11:27:08,42.18,2.52,21.23,347.91
2025-09-19 11:27:18,41.48,2.53,21.61,354.09
2025-09-19 11:27:28,43.58,4.00,20.05,328.43
2025-09-19 11:27:38,39.16,2.46,21.80,357.23
2025-09-19 11:27:48,42.26,2.48,21.30,348.93
2025-09-19 11:27:58,42.64,2.51,21.15,346.45
2025-09-19 11:28:08,42.15,2.48,21.28,348.71
2025-09-19 11:28:18,42.28,2.57,21.21,347.47
2025-09-19 11:28:28,41.97,2.77,21.18,347.04
2025-09-19 11:28:38,42.32,2.78,21.07,345.22
2025-09-19 11:28:48,42.18,2.55,21.22,347.63
2025-09-19 11:28:58,42.05,2.77,21.26,348.35
2025-09-19 11:29:08,42.42,2.72,21.12,345.99
2025-09-19 11:29:18,41.75,2.49,21.42,350.98
2025-09-19 11:29:28,42.24,2.61,21.25,348.23
2025-09-19 11:29:38,43.03,2.52,20.74,339.87
2025-09-19 11:29:48,41.93,2.82,21.23,347.90
2025-09-19 11:29:58,41.99,2.72,21.19,347.25
2025-09-19 11:30:08,42.26,2.43,21.15,346.47
2025-09-19 11:30:18,41.68,3.21,21.07,345.21
2025-09-19 11:30:28,42.50,2.62,21.13,346.13
2025-09-19 11:30:38,42.12,2.46,21.38,350.28
2025-09-19 11:30:48,41.96,2.39,21.42,350.98
2025-09-19 11:30:58,41.96,2.54,21.38,350.25
2025-09-19 11:31:08,42.12,2.41,21.35,349.83
2025-09-19 11:31:18,42.46,2.55,21.17,346.87
2025-09-19 11:31:28,42.45,2.59,21.18,346.98
2025-09-19 11:31:38,41.94,2.77,21.18,347.04
2025-09-19 11:31:48,42.48,2.62,21.15,346.45
2025-09-19 11:31:58,42.49,2.50,21.15,346.56
2025-09-19 11:32:08,41.75,2.80,21.25,348.17
2025-09-19 11:32:18,42.18,2.47,21.32,349.28
2025-09-19 11:32:28,41.51,2.66,21.52,352.56
2025-09-19 11:32:38,41.96,3.93,20.65,338.28
2025-09-19 11:32:48,42.25,2.51,21.21,347.58
2025-09-19 11:32:58,42.18,2.47,21.33,349.42
2025-09-19 11:33:08,42.15,2.51,21.25,348.24
2025-09-19 11:33:18,42.02,2.47,21.22,347.67
2025-09-19 11:33:28,41.82,2.48,21.41,350.72
2025-09-19 11:33:38,42.12,2.54,21.25,348.10
2025-09-19 11:33:48,41.88,2.82,21.18,347.00
2025-09-19 11:33:58,42.46,2.57,21.07,345.27
2025-09-19 11:34:08,42.09,2.50,21.30,349.01
2025-09-19 11:34:18,42.22,2.43,21.34,349.57
2025-09-19 11:34:28,42.13,2.58,21.31,349.18
2025-09-19 11:34:38,41.68,2.65,21.10,345.70
2025-09-19 11:34:48,42.11,2.48,21.35,349.86
2025-09-19 11:34:58,42.16,2.62,21.27,348.51
2025-09-19 11:35:08,42.22,2.61,21.20,347.41
2025-09-19 11:35:18,42.34,2.57,21.22,347.69
2025-09-19 11:35:28,42.07,2.79,21.24,347.98
2025-09-19 11:35:38,42.11,2.54,21.25,348.23
2025-09-19 11:35:48,42.41,2.55,21.20,347.30
2025-09-19 11:35:58,42.28,2.45,21.30,349.02
2025-09-19 11:36:09,42.34,2.68,21.10,345.76
2025-09-19 11:36:19,40.04,2.55,21.78,356.79
2025-09-19 11:36:29,42.52,2.57,21.15,346.45
2025-09-19 11:36:39,43.31,2.56,20.74,339.74
2025-09-19 11:36:49,42.03,2.62,21.27,348.42
2025-09-19 11:36:59,41.81,2.91,21.23,347.76
2025-09-19 11:37:09,42.46,2.68,21.03,344.51
2025-09-19 11:37:19,42.17,2.73,21.21,347.56
2025-09-19 11:37:29,42.38,2.72,21.07,345.22
2025-09-19 11:37:39,42.21,2.45,21.25,348.19
2025-09-19 11:37:49,42.41,2.59,21.19,347.13
2025-09-19 11:37:59,42.01,2.73,21.20,347.38
2025-09-19 11:38:09,41.81,2.56,21.27,348.48
2025-09-19 11:38:19,41.97,2.51,21.25,348.15
2025-09-19 11:38:29,39.91,2.64,21.68,355.19
2025-09-19 11:38:39,42.60,2.53,21.11,345.93
2025-09-19 11:38:49,38.64,2.67,21.68,355.25
2025-09-19 11:38:59,41.86,2.78,21.23,347.80
