시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LRF설정,R평균,출력샘플속도
2025-09-19 14:26:16.412,1.347019076347351,2.2126471996307373,327675.9375,0.00030260652420111,327675.9375,0.0011884936830028892,327675.9375,0.0008416788186877966,0.1440170705318451,-5.812664985656738,-5.594266891479492,-5.650887489318848,5000,4,100.0
2025-09-19 14:26:19.459,1.3465766906738281,2.212034225463867,327675.9375,0.0002873011981137097,327675.9375,0.0012790159089490771,327675.9375,0.0008799413335509598,0.14402048289775848,-5.8183393478393555,-5.585061073303223,-5.647128105163574,5000,4,100.0
2025-09-19 14:26:22.468,1.3469510078430176,2.212315797805786,327675.9375,0.0002632195537444204,327675.9375,0.0011937996605411172,327675.9375,0.0008725226507522166,0.14400112628936768,-5.820745468139648,-5.595098495483398,-5.648519992828369,5000,4,100.0
2025-09-19 14:26:25.499,1.346847414970398,2.212238073348999,327675.9375,0.00030626801890321076,327675.9375,0.0011716090375557542,327675.9375,0.0008550224010832608,0.1439988911151886,-5.815728664398193,-5.594937324523926,-5.6504902839660645,5000,4,100.0
2025-09-19 14:26:28.522,1.346815824508667,2.2120535373687744,327675.9375,0.0002496895322110504,327675.9375,0.0012340897228568792,327675.9375,0.0008632526732981205,0.14400330185890198,-5.821296215057373,-5.590512752532959,-5.649588108062744,5000,4,100.0
2025-09-19 14:26:31.543,1.3464617729187012,2.211822986602783,327675.9375,0.0003442164452280849,327675.9375,0.0012533966219052672,327675.9375,0.0008543627336621284,0.14401742815971375,-5.803787708282471,-5.589352130889893,-5.648776531219482,5000,4,100.0
2025-09-19 14:26:34.567,1.3471882343292236,2.21248197555542,327675.9375,0.00024185008078347892,327675.9375,0.001185130444355309,327675.9375,0.0008393821772187948,0.14398933947086334,-5.828897953033447,-5.593672752380371,-5.654777526855469,5000,4,100.0
2025-09-19 14:26:37.589,1.3467493057250977,2.2120649814605713,327675.9375,0.0003015524707734585,327675.9375,0.0012202858924865723,327675.9375,0.0008328662952408195,0.14401812851428986,-5.823796272277832,-5.595089912414551,-5.650577545166016,5000,4,100.0
2025-09-19 14:26:40.611,1.346709132194519,2.2120282649993896,327673.1875,0.00028809852665290236,327673.1875,0.0012024416355416179,327673.1875,0.0008755184826441109,0.14400862157344818,-5.8178277015686035,-5.594751358032227,-5.647846698760986,10.0,4,100.0
2025-09-19 14:26:43.634,1.3469878435134888,2.2123796939849854,327673.1875,0.00030410956242121756,327673.1875,0.00122936035040766,327673.1875,0.0008692487608641386,0.14400240778923035,-5.8076043128967285,-5.589742660522461,-5.646792411804199,10.0,4,100.0
2025-09-19 14:26:46.654,1.3470691442489624,2.212435483932495,327673.1875,0.0002950240741483867,327673.1875,0.001241700374521315,327673.1875,0.0008556479588150978,0.1439892202615738,-5.810824394226074,-5.587352752685547,-5.648871421813965,10.0,4,100.0
2025-09-19 14:26:49.680,1.3467878103256226,2.2120907306671143,327659.375,0.00027426803717389703,327659.375,0.0011990650091320276,327659.375,0.0008558944682590663,0.144001305103302,-5.823359966278076,-5.594720363616943,-5.650531768798828,10.0,4,100.0
2025-09-19 14:26:52.700,1.34669029712677,2.2119479179382324,327659.375,0.00029152058414183557,327659.375,0.0012317911023274064,327659.375,0.0008709852700121701,0.1440098136663437,-5.8163676261901855,-5.590285301208496,-5.647804260253906,10.0,4,100.0
2025-09-19 14:26:55.718,1.346740484237671,2.211986541748047,327659.375,0.0003039089497178793,327659.375,0.0012359173269942403,327659.375,0.0008661354659125209,0.14400433003902435,-5.809107780456543,-5.589336395263672,-5.6479339599609375,10.0,4,100.0
2025-09-19 14:26:58.735,1.3468352556228638,2.21218204498291,327675.9375,0.0002808478893712163,327675.9375,0.0012019502464681864,327675.9375,0.0008612144156359136,0.14399290084838867,-5.8085737228393555,-5.591352939605713,-5.649986267089844,5000.0,4,100.0
2025-09-19 14:27:01.757,1.346484661102295,2.2119505405426025,327675.9375,0.0002656554861459881,327675.9375,0.0011998233385384083,327675.9375,0.0008478954550810158,0.14402435719966888,-5.825561046600342,-5.595722675323486,-5.650114059448242,5000.0,4,100.0
2025-09-19 14:27:04.777,1.3463793992996216,2.2115516662597656,327675.9375,0.00030842196429148316,327675.9375,0.0012015847023576498,327675.9375,0.000868060567881912,0.14401717483997345,-5.813519477844238,-5.591231346130371,-5.649631500244141,5000.0,4,100.0
2025-09-19 14:27:07.796,1.3469265699386597,2.2122058868408203,327675.9375,0.00032028433633968234,327675.9375,0.0012216265313327312,327675.9375,0.0009032425004988909,0.14400403201580048,-5.802790641784668,-5.589493751525879,-5.645326137542725,3210.0,4,100.0
2025-09-19 14:27:10.819,1.3471770286560059,2.2125751972198486,327675.9375,0.00028139122878201306,327675.9375,0.0011968413600698113,327675.9375,0.0008507643942721188,0.14397814869880676,-5.81857442855835,-5.592925548553467,-5.653096675872803,3210.0,4,100.0
2025-09-19 14:27:13.845,1.3469040393829346,2.212131977081299,327675.9375,0.00031344391754828393,327675.9375,0.0012562586925923824,327675.9375,0.0008560116402804852,0.1439896523952484,-5.801896095275879,-5.586252689361572,-5.646309852600098,3210.0,4,100.0
2025-09-19 14:27:16.868,1.3470704555511475,2.212306022644043,327675.9375,0.0002794215688481927,327675.9375,0.001199173741042614,327675.9375,0.0008582790615037084,0.1439875066280365,-5.816073417663574,-5.591963768005371,-5.650238990783691,2000.0,4,100.0
2025-09-19 14:27:19.890,1.3468899726867676,2.212247610092163,327675.9375,0.00027669945848174393,327675.9375,0.001229517045430839,327675.9375,0.000840137479826808,0.14400190114974976,-5.819949626922607,-5.591243267059326,-5.651320934295654,2000.0,4,100.0
