시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 15:05:52,39.61,3.23,21.94,359.54
2025-09-19 15:06:02,39.10,2.54,21.68,355.21
2025-09-19 15:06:12,40.04,2.59,21.40,350.59
2025-09-19 15:06:22,41.66,2.66,21.50,352.23
2025-09-19 15:06:32,41.86,2.65,21.11,345.85
2025-09-19 15:06:42,41.87,2.81,21.27,348.43
2025-09-19 15:06:52,38.19,4.23,20.97,343.51
2025-09-19 15:07:02,42.12,2.57,21.33,349.40
2025-09-19 15:07:12,42.37,2.57,21.23,347.81
2025-09-19 15:07:22,42.44,3.25,20.91,342.52
2025-09-19 15:07:32,41.84,2.55,21.39,350.46
2025-09-19 15:07:42,42.19,2.64,21.22,347.66
2025-09-19 15:07:52,41.72,2.61,21.27,348.48
2025-09-19 15:08:02,42.50,2.61,21.17,346.87
2025-09-19 15:08:12,42.43,2.87,21.03,344.53
2025-09-19 15:08:22,41.25,2.73,21.60,353.85
2025-09-19 15:08:32,42.20,2.86,21.11,345.80
2025-09-19 15:08:42,42.51,2.52,21.18,346.95
2025-09-19 15:08:52,42.28,3.05,20.98,343.70
2025-09-19 15:09:02,42.35,2.52,21.27,348.41
2025-09-19 15:09:12,42.09,2.70,21.23,347.77
2025-09-19 15:09:22,41.64,2.57,21.50,352.28
2025-09-19 15:09:32,39.09,2.69,21.74,356.13
2025-09-19 15:09:42,39.47,2.95,21.52,352.54
2025-09-19 15:09:52,38.78,2.55,21.97,359.97
2025-09-19 15:10:02,40.21,2.54,21.90,358.88
2025-09-19 15:10:12,42.14,2.69,21.24,347.93
2025-09-19 15:10:22,41.69,2.61,21.42,350.95
2025-09-19 15:10:32,41.51,2.75,21.35,349.80
2025-09-19 15:10:42,42.48,2.68,21.09,345.56
2025-09-19 15:10:52,41.86,2.63,21.39,350.46
2025-09-19 15:11:02,38.69,2.68,21.89,358.63
2025-09-19 15:11:13,42.12,4.61,20.34,333.22
2025-09-19 15:11:23,41.95,2.56,21.35,349.80
2025-09-19 15:11:33,41.92,2.74,21.31,349.19
2025-09-19 15:11:43,42.46,2.74,21.09,345.48
2025-09-19 15:11:53,41.94,3.55,20.87,341.96
