시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 14:26:23,38.60,3.03,21.78,356.90
2025-09-19 14:26:33,41.42,2.74,21.34,349.68
2025-09-19 14:26:43,38.72,2.72,21.90,358.75
2025-09-19 14:26:53,40.35,5.69,20.76,340.16
2025-09-19 14:27:03,41.96,2.77,21.34,349.57
2025-09-19 14:27:13,41.27,2.65,21.67,355.12
2025-09-19 14:27:23,42.08,3.61,20.87,341.86
2025-09-19 14:27:33,41.73,3.14,21.20,347.38
2025-09-19 14:27:43,41.94,2.65,21.33,349.51
2025-09-19 14:27:53,41.86,3.19,21.13,346.19
2025-09-19 14:28:03,42.53,3.51,20.76,340.10
2025-09-19 14:28:13,39.26,3.66,21.29,348.83
2025-09-19 14:28:23,42.11,2.57,21.35,349.78
2025-09-19 14:28:33,42.13,2.60,21.31,349.14
2025-09-19 14:28:43,42.64,2.62,21.09,345.57
2025-09-19 14:28:53,39.36,5.38,21.25,348.21
2025-09-19 14:29:03,42.03,2.63,21.31,349.13
2025-09-19 14:29:13,42.12,2.53,21.34,349.67
2025-09-19 14:29:23,42.39,2.76,21.10,345.65
2025-09-19 14:29:33,42.57,2.76,21.03,344.58
2025-09-19 14:29:43,40.40,2.45,21.59,353.66
2025-09-19 14:29:53,41.66,3.04,21.23,347.79
2025-09-19 14:30:03,42.11,2.47,21.40,350.68
2025-09-19 14:30:13,42.08,2.52,21.29,348.88
2025-09-19 14:30:23,42.71,2.56,21.01,344.22
2025-09-19 14:30:33,42.21,2.79,21.04,344.76
2025-09-19 14:30:43,42.35,2.46,21.29,348.73
2025-09-19 14:30:53,42.23,2.76,21.20,347.33
2025-09-19 14:31:03,42.66,2.52,21.12,345.99
2025-09-19 14:31:13,42.44,2.43,21.25,348.14
2025-09-19 14:31:23,41.83,2.57,21.38,350.36
2025-09-19 14:31:33,42.67,3.97,20.47,335.35
2025-09-19 14:31:43,41.06,3.88,20.96,343.37
