시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LPF설정,R평균,출력샘플속도
2025-09-19 15:16:33.804,1.3432214260101318,2.2045955657958984,327675.9375,0.0003086437354795635,327675.9375,0.0012084422633051872,327675.9375,0.0008763223886489868,0.14381976425647736,-5.802616119384766,-5.5906243324279785,-5.64601469039917,2500,4,100.0
2025-09-19 15:16:36.813,1.3427871465682983,2.20418643951416,327675.9375,0.0002951551869045943,327675.9375,0.0012193229049444199,327675.9375,0.0008545367745682597,0.14382176101207733,-5.8123369216918945,-5.592879772186279,-5.651709079742432,2500,4,100.0
2025-09-19 15:16:39.816,1.3429417610168457,2.204486846923828,327675.9375,0.00029593039653263986,327675.9375,0.0012350252363830805,327675.9375,0.0008553791558369994,0.16142985224723816,-6.763442039489746,-6.3193535804748535,-6.433007717132568,2500.0,4,100.0
2025-09-19 15:16:42.843,1.3426856994628906,2.2040843963623047,327675.9375,0.00028042987105436623,327675.9375,0.0012074385304003954,327675.9375,0.0008741588681004941,0.16142992675304413,-6.78605842590332,-6.327723503112793,-6.44313907623291,2500.0,4,100.0
2025-09-19 15:16:45.872,1.3430848121643066,2.2045514583587646,327675.9375,0.000263112859101966,327675.9375,0.0011968998005613685,327675.9375,0.0008465194841846824,0.16141964495182037,-6.795773029327393,-6.326916217803955,-6.443758964538574,2500.0,4,100.0
2025-09-19 15:16:48.906,1.3432352542877197,2.204591989517212,327675.9375,0.0002968805783893913,327675.9375,0.001188198453746736,327675.9375,0.0008516173111274838,0.1613994687795639,-6.759086608886719,-6.327027320861816,-6.436283588409424,2500.0,4,100.0
2025-09-19 15:16:51.939,1.3434420824050903,2.2049083709716797,327675.9375,0.0002819767687469721,327675.9375,0.0011923938291147351,327675.9375,0.0008470061584375799,0.05379898101091385,-2.258455276489258,-2.108802318572998,-2.1474194526672363,2500.0,4,100.0
2025-09-19 15:16:54.971,1.343058466911316,2.204691171646118,327675.9375,0.00027039009728468955,327675.9375,0.001202650018967688,327675.9375,0.0008211055537685752,1.0,1.0,1.0,1.0,2500.0,4,100.0
2025-09-19 15:16:58.005,1.3425849676132202,2.203956127166748,327675.9375,0.00026258095749653876,327675.9375,0.001181678264401853,327675.9375,0.0008293015416711569,0.1614367514848709,-6.8174824714660645,-6.332865238189697,-6.451267242431641,2500.0,4,100.0
2025-09-19 15:17:01.044,1.3429125547409058,2.204315423965454,327675.9375,0.0003057009889744222,327675.9375,0.0012374741490930319,327675.9375,0.0008417281787842512,0.16142182052135468,-6.772905349731445,-6.3178534507751465,-6.441406726837158,2500.0,4,100.0
2025-09-19 15:17:04.082,1.3428654670715332,2.204263925552368,327675.9375,0.0003172106225974858,327675.9375,0.0011946033919230103,327675.9375,0.0008471564506180584,0.16143035888671875,-6.776713848114014,-6.326241493225098,-6.435642242431641,2500.0,4,100.0
2025-09-19 15:17:07.128,1.3426721096038818,2.2040131092071533,327675.9375,0.0003101791371591389,327675.9375,0.0011906622676178813,327675.9375,0.0008719153120182455,0.1614316999912262,-6.765171527862549,-6.331510066986084,-6.430178165435791,2500.0,4,100.0
2025-09-19 15:17:10.159,1.342871904373169,2.20407772064209,327675.9375,0.00032506551360711455,327675.9375,0.0012392646167427301,327675.9375,0.0008665343630127609,0.16140617430210114,-6.756657600402832,-6.321475028991699,-6.431675910949707,2500.0,4,100.0
2025-09-19 15:17:13.189,1.3427128791809082,2.204115390777588,327675.9375,0.000275724392849952,327675.9375,0.001214788295328617,327675.9375,0.000844581809360534,0.16142815351486206,-6.795279502868652,-6.32545280456543,-6.443348407745361,2500.0,4,100.0
2025-09-19 15:17:16.230,1.3430191278457642,2.2044520378112793,327675.9375,0.0003220746002625674,327675.9375,0.0012281711678951979,327675.9375,0.000872406002599746,0.16141806542873383,-6.754853248596191,-6.3183112144470215,-6.429790019989014,2500.0,4,100.0
2025-09-19 15:17:19.270,1.3430205583572388,2.2043204307556152,327675.9375,0.00029478149372152984,327675.9375,0.0012021196307614446,327675.9375,0.0008392813615500927,0.16140800714492798,-6.798257827758789,-6.327755928039551,-6.444626331329346,2500.0,4,100.0
2025-09-19 15:17:22.308,1.3427672386169434,2.204061508178711,327675.9375,0.0003053266555070877,327675.9375,0.0012169774854555726,327675.9375,0.0008724295767024159,0.16142302751541138,-6.7680230140686035,-6.325346946716309,-6.43105411529541,2500.0,4,100.0
2025-09-19 15:17:25.346,1.3427413702011108,2.204209804534912,327675.9375,0.00033905613236129284,327675.9375,0.0011886812280863523,327675.9375,0.0008477921364828944,0.16143837571144104,-6.7544708251953125,-6.323604583740234,-6.430499076843262,2500.0,4,100.0
2025-09-19 15:17:28.379,1.3429099321365356,2.20440673828125,327675.9375,0.00030855671502649784,327675.9375,0.0012324841227382421,327675.9375,0.0008792662410996854,0.16141825914382935,-6.758631706237793,-6.31840705871582,-6.433347225189209,2500.0,4,100.0
2025-09-19 15:17:31.413,1.342868685722351,2.2041304111480713,327675.9375,0.00033867143793031573,327675.9375,0.001237588468939066,327675.9375,0.0008676949655637145,0.16141891479492188,-6.763105392456055,-6.319391250610352,-6.430478572845459,2500.0,4,100.0
2025-09-19 15:17:34.450,1.3433988094329834,2.2049472332000732,327675.9375,0.0002986399922519922,327675.9375,0.0011858254438266158,327675.9375,0.000850421900395304,0.16140282154083252,-6.7743611335754395,-6.328494548797607,-6.436760902404785,2500.0,4,100.0
2025-09-19 15:17:37.486,1.342909812927246,2.204244613647461,327675.9375,0.0003019715950358659,327675.9375,0.0011734116123989224,327675.9375,0.0008581928559578955,0.1614149957895279,-6.785438537597656,-6.328965663909912,-6.440048694610596,2500.0,4,100.0
2025-09-19 15:17:40.524,1.3424978256225586,2.203768014907837,327675.9375,0.0002951956994365901,327675.9375,0.001218808232806623,327675.9375,0.0008659502491354942,0.16143064200878143,-6.77283239364624,-6.319966793060303,-6.4353203773498535,2500.0,4,100.0
2025-09-19 15:17:43.564,1.3433932065963745,2.2048277854919434,327675.9375,0.00031303087598644197,327675.9375,0.0011939393589273095,327675.9375,0.0008557835826650262,0.16140839457511902,-6.758339881896973,-6.322088241577148,-6.436782360076904,2500.0,4,100.0
2025-09-19 15:17:46.604,1.3426951169967651,2.203864336013794,327675.9375,0.00031058015883900225,327675.9375,0.001197940786369145,327675.9375,0.0008573112427257001,0.16141092777252197,-6.772938251495361,-6.326812267303467,-6.441763877868652,2500.0,4,100.0
2025-09-19 15:17:49.641,1.3427382707595825,2.2040841579437256,327675.9375,0.00031971014686860144,327675.9375,0.0012337893713265657,327675.9375,0.0008664601482450962,0.161417156457901,-6.753984451293945,-6.318244457244873,-6.435784339904785,2500.0,4,100.0
2025-09-19 15:17:52.678,1.3431313037872314,2.2044663429260254,327675.9375,0.0002849903830792755,327675.9375,0.0012064046459272504,327675.9375,0.0008590336074121296,0.16140678524971008,-6.77505350112915,-6.324212074279785,-6.432058811187744,2500.0,4,100.0
2025-09-19 15:17:55.713,1.3430161476135254,2.2044031620025635,327675.9375,0.0002921795239672065,327675.9375,0.001196185010485351,327675.9375,0.0008215821580961347,0.16141799092292786,-6.7753496170043945,-6.322471618652344,-6.443939208984375,2500.0,4,100.0
2025-09-19 15:17:58.755,1.3428783416748047,2.2043046951293945,327675.9375,0.0003084441414102912,327675.9375,0.0012376359663903713,327675.9375,0.0008687677327543497,0.16142702102661133,-6.762476921081543,-6.3206305503845215,-6.4333672523498535,2500.0,4,100.0
