시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LRF설정,R평균,출력샘플속도
2025-09-19 13:16:44.464,0.0010090136202052236,0.002795555628836155,327675.9375,0.0002837536158040166,327675.9375,0.0012286065611988306,327675.9375,0.0008383847889490426,0.30619746446609497,-5.813736438751221,-5.592126369476318,-5.653003215789795,5000,4,100.0
2025-09-19 13:16:47.506,0.0011011125752702355,0.002917682519182563,327675.9375,0.00032588624162599444,327675.9375,0.0012516566785052419,327675.9375,0.0008840658701956272,-1.405415654182434,-5.806661128997803,-5.586092948913574,-5.644545078277588,5000,4,100.0
2025-09-19 13:16:50.535,0.0009233618038706481,0.0026790618430823088,327675.9375,0.0002901607076637447,327675.9375,0.0012199148768559098,327675.9375,0.0008683582418598235,0.30693140625953674,-5.822320938110352,-5.585712432861328,-5.64906120300293,5000,4,100.0
2025-09-19 13:16:53.563,0.0009424393065273762,0.0028602667152881622,327675.9375,0.00030256726313382387,327675.9375,0.001181006315164268,327675.9375,0.000846288981847465,0.29224109649658203,-5.8275556564331055,-5.591403007507324,-5.653466701507568,5000,4,100.0
2025-09-19 13:16:56.589,0.0011900643585249782,0.0029544008430093527,327675.9375,0.00028434221167117357,327675.9375,0.0012720755767077208,327675.9375,0.0008886444848030806,0.3021630346775055,-5.812926769256592,-5.584967136383057,-5.645637512207031,5000,4,100.0
2025-09-19 13:16:59.625,0.0011073410278186202,0.0029858967754989862,327675.9375,0.00030352381872944534,327675.9375,0.001259883982129395,327675.9375,0.0008960678824223578,0.2905026376247406,-5.8105387687683105,-5.586916923522949,-5.650110244750977,5000,4,100.0
2025-09-19 13:17:02.652,0.003121318994089961,0.004919119644910097,327675.9375,0.00033864236320368946,327675.9375,0.0012188861146569252,327675.9375,0.0008753757574595511,0.13616421818733215,-5.795610427856445,-5.593832969665527,-5.648018836975098,5000,4,100.0
2025-09-19 13:17:05.689,0.18354158103466034,0.8040469288825989,327675.9375,0.00030485482420772314,327675.9375,0.001243368606083095,327675.9375,0.0008505306905135512,0.41964706778526306,-5.813591480255127,-5.588718891143799,-5.649993896484375,5000,4,100.0
2025-09-19 13:17:08.722,0.33370551466941833,1.0149390697479248,327675.9375,0.00026657493435777724,327675.9375,0.0012385548325255513,327675.9375,0.0008850174490362406,0.3186177909374237,-5.816247463226318,-5.591400623321533,-5.651758670806885,5000,4,100.0
2025-09-19 13:17:11.750,0.36933207511901855,0.7428039312362671,327675.9375,0.0002941498823929578,327675.9375,0.0011995566310361028,327675.9375,0.0008217686554417014,0.201935812830925,-5.805325031280518,-5.5934224128723145,-5.661096572875977,5000,4,100.0
2025-09-19 13:17:14.782,0.497368723154068,0.8183338046073914,327675.9375,0.00025995541363954544,327675.9375,0.0012330387253314257,327675.9375,0.0008469042368233204,0.14446336030960083,-5.825979709625244,-5.590228080749512,-5.65073823928833,5000,4,100.0
2025-09-19 13:17:17.810,0.497279554605484,0.8180805444717407,327675.9375,0.00032396402093581855,327675.9375,0.0012626216048374772,327675.9375,0.0008463299018330872,0.14446203410625458,-5.804333209991455,-5.586184978485107,-5.648044109344482,5000,4,100.0
2025-09-19 13:17:20.841,0.49290329217910767,0.8110495209693909,327675.9375,0.00026682487805373967,327675.9375,0.001262987731024623,327675.9375,0.0008678309968672693,0.14451396465301514,-5.818391799926758,-5.587643623352051,-5.649138450622559,5000,4,100.0
