시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 16:58:18,4.62,3.50,94.77,1552.63
2025-09-19 16:58:28,8.17,4.67,58.68,961.49
2025-09-19 16:58:38,8.29,4.37,56.91,932.35
2025-09-19 16:58:48,7.76,3.39,62.11,1017.66
2025-09-19 16:58:58,7.87,4.33,67.00,1097.70
2025-09-19 16:59:08,8.33,4.87,54.62,894.82
2025-09-19 16:59:18,7.63,4.49,60.25,987.09
2025-09-19 16:59:28,8.12,5.19,54.59,894.48
2025-09-19 16:59:38,7.01,4.72,66.82,1094.73
2025-09-19 16:59:48,11.29,3.98,49.14,805.09
2025-09-19 16:59:58,10.96,4.38,49.17,805.64
2025-09-19 17:00:08,7.79,2.80,14.27,233.77
2025-09-19 17:00:18,9.28,4.08,63.39,1038.56
2025-09-19 17:00:28,7.54,2.41,81.19,1330.28
2025-09-19 17:00:38,12.34,4.23,46.34,759.21
2025-09-19 17:00:48,10.91,4.10,50.81,832.45
2025-09-19 17:00:58,7.64,2.47,79.63,1304.67
2025-09-19 17:01:08,8.74,4.07,57.70,945.36
2025-09-19 17:01:18,7.97,2.56,77.03,1262.02
2025-09-19 17:01:28,8.04,2.70,75.78,1241.54
2025-09-19 17:01:38,7.84,2.54,77.92,1276.63
2025-09-19 17:01:48,7.77,2.53,78.33,1283.35
2025-09-19 17:01:58,8.88,2.58,62.55,1024.87
2025-09-19 17:02:08,9.22,3.17,66.38,1087.54
2025-09-19 17:02:18,9.09,2.75,68.92,1129.18
2025-09-19 17:02:28,10.05,4.00,53.37,874.44
2025-09-19 17:02:38,7.83,2.45,78.46,1285.56
2025-09-19 17:02:48,10.82,3.84,58.09,951.70
2025-09-19 17:02:58,7.86,2.49,77.68,1272.65
2025-09-19 17:03:08,8.00,2.65,76.07,1246.32
2025-09-19 17:03:18,8.13,2.70,74.66,1223.27
2025-09-19 17:03:28,7.86,2.51,77.60,1271.38
2025-09-19 17:03:38,7.68,2.54,78.97,1293.91
2025-09-19 17:03:48,10.20,4.32,58.69,961.58
2025-09-19 17:03:58,7.72,2.53,76.67,1256.09
2025-09-19 17:04:08,10.51,4.36,52.78,864.75
2025-09-19 17:04:18,10.42,4.07,51.58,845.13
2025-09-19 17:04:28,10.18,2.94,53.55,877.28
2025-09-19 17:04:38,9.60,2.55,63.27,1036.56
2025-09-19 17:04:48,10.07,3.46,55.19,904.23
2025-09-19 17:04:58,8.18,3.16,72.08,1181.01
2025-09-19 17:05:08,7.65,2.42,80.20,1313.92
2025-09-19 17:05:18,7.45,2.34,82.30,1348.39
2025-09-19 17:05:28,7.69,2.51,78.98,1293.96
2025-09-19 17:05:38,8.74,2.44,63.93,1047.44
2025-09-19 17:05:48,7.90,2.65,75.09,1230.34
2025-09-19 17:05:58,8.04,2.57,76.14,1247.47
2025-09-19 17:06:08,8.10,2.74,73.69,1207.38
2025-09-19 17:06:18,7.79,3.40,72.94,1195.00
2025-09-19 17:06:28,11.15,4.78,48.26,790.76
2025-09-19 17:06:38,7.89,4.00,70.10,1148.50
2025-09-19 17:06:48,7.48,2.35,82.18,1346.41
2025-09-19 17:06:58,10.26,4.04,52.48,859.91
2025-09-19 17:07:08,8.71,3.96,58.10,951.99
2025-09-19 17:07:18,7.74,2.45,79.00,1294.35
2025-09-19 17:07:28,8.08,2.65,75.32,1234.05
2025-09-19 17:07:38,8.03,2.58,76.48,1253.07
2025-09-19 17:07:48,8.15,2.55,70.39,1153.34
2025-09-19 17:07:58,7.76,2.52,77.83,1275.09
2025-09-19 17:08:08,8.36,2.58,74.70,1223.81
2025-09-19 17:08:18,7.66,2.45,80.06,1311.74
2025-09-19 17:08:28,7.81,2.50,78.60,1287.77
2025-09-19 17:08:38,9.90,3.59,62.34,1021.40
2025-09-19 17:08:48,7.64,2.35,80.67,1321.76
2025-09-19 17:08:58,8.04,2.58,76.19,1248.33
2025-09-19 17:09:08,7.94,2.63,76.06,1246.11
2025-09-19 17:09:18,7.72,2.44,79.38,1300.57
2025-09-19 17:09:28,9.35,2.62,60.21,986.40
2025-09-19 17:09:38,8.54,3.01,71.01,1163.42
2025-09-19 17:09:48,7.70,2.92,76.61,1255.22
2025-09-19 17:09:58,8.41,2.62,73.56,1205.25
2025-09-19 17:10:08,8.00,2.65,73.66,1206.85
2025-09-19 17:10:18,8.01,3.62,70.23,1150.60
2025-09-19 17:10:28,10.82,4.25,50.28,823.73
2025-09-19 17:10:38,8.05,2.73,74.94,1227.79
2025-09-19 17:10:48,8.13,2.59,75.51,1237.16
2025-09-19 17:10:58,9.21,2.52,61.52,1008.00
2025-09-19 17:11:08,7.74,2.64,77.98,1277.55
2025-09-19 17:11:18,7.65,2.37,80.70,1322.21
2025-09-19 17:11:28,7.94,3.06,74.21,1215.87
2025-09-19 17:11:38,7.82,2.57,77.77,1274.19
2025-09-19 17:11:48,7.73,2.80,67.36,1103.57
2025-09-19 17:11:58,8.59,2.61,72.89,1194.27
2025-09-19 17:12:08,7.89,2.51,77.72,1273.43
2025-09-19 17:12:18,7.76,2.73,76.88,1259.66
2025-09-19 17:12:28,9.93,3.22,56.96,933.23
2025-09-19 17:12:38,14.00,4.29,42.53,696.78
