시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-19 18:28:49,158.81,2.64,6.11,100.16
2025-09-19 18:28:59,159.42,2.61,6.09,99.75
2025-09-19 18:29:10,159.03,2.64,6.10,100.00
2025-09-19 18:29:20,157.64,2.63,6.14,100.52
2025-09-19 18:29:30,158.95,2.92,6.10,99.88
2025-09-19 18:29:40,159.27,2.62,6.10,99.87
2025-09-19 18:29:50,159.08,2.81,6.09,99.77
2025-09-19 18:30:00,158.83,2.76,6.10,99.95
2025-09-19 18:30:11,159.11,2.71,6.10,99.90
2025-09-19 18:30:21,158.82,2.72,6.10,100.00
2025-09-19 18:30:31,157.85,2.75,6.14,100.57
2025-09-19 18:30:41,158.92,2.57,6.10,100.02
2025-09-19 18:30:51,158.90,2.66,6.11,100.06
2025-09-19 18:31:01,159.14,2.61,6.10,99.94
2025-09-19 18:31:12,159.09,2.63,6.10,99.94
2025-09-19 18:31:22,158.82,2.71,6.11,100.06
2025-09-19 18:31:32,159.14,2.55,6.10,99.97
2025-09-19 18:31:42,158.70,2.61,6.11,100.10
2025-09-19 18:31:52,159.12,2.63,6.10,99.94
2025-09-19 18:32:02,158.90,2.60,6.11,100.06
2025-09-19 18:32:12,159.15,3.00,6.09,99.70
2025-09-19 18:32:23,159.04,2.68,6.10,99.95
2025-09-19 18:32:33,158.44,2.68,6.10,99.86
2025-09-19 18:32:43,159.15,2.63,6.10,99.89
2025-09-19 18:32:53,159.01,2.55,6.11,100.04
2025-09-19 18:33:03,159.00,2.63,6.10,100.00
2025-09-19 18:33:13,158.79,3.27,6.08,99.65
2025-09-19 18:33:24,159.22,2.60,6.10,99.93
2025-09-19 18:33:34,158.74,2.62,6.12,100.20
2025-09-19 18:33:44,158.87,2.60,6.11,100.16
2025-09-19 18:33:54,158.77,2.64,6.11,100.19
2025-09-19 18:34:04,159.20,2.66,6.10,99.86
2025-09-19 18:34:14,158.81,2.64,6.11,100.07
2025-09-19 18:34:25,158.81,2.62,6.11,100.16
2025-09-19 18:34:35,159.33,2.69,6.09,99.80
2025-09-19 18:34:45,158.97,2.68,6.10,99.92
2025-09-19 18:34:55,159.10,2.63,6.10,99.99
2025-09-19 18:35:05,159.13,2.59,6.10,99.94
2025-09-19 18:35:15,158.78,2.57,6.12,100.21
2025-09-19 18:35:25,158.98,2.68,6.10,100.02
2025-09-19 18:35:36,158.78,2.82,6.10,100.02
2025-09-19 18:35:46,158.64,2.62,6.10,99.98
2025-09-19 18:35:56,158.79,2.85,6.10,99.89
2025-09-19 18:36:06,158.94,3.98,6.05,99.19
2025-09-19 18:36:16,158.61,2.65,6.12,100.23
2025-09-19 18:36:26,158.91,2.61,6.11,100.06
2025-09-19 18:36:37,158.82,2.64,6.10,100.00
2025-09-19 18:36:47,158.87,2.70,6.11,100.05
2025-09-19 18:36:57,158.75,2.76,6.11,100.07
2025-09-19 18:37:07,159.06,2.76,6.09,99.83
2025-09-19 18:37:17,159.01,2.75,6.10,99.93
2025-09-19 18:37:27,158.91,2.68,6.10,100.02
2025-09-19 18:37:38,158.78,2.60,6.11,100.10
2025-09-19 18:37:48,158.90,2.75,6.09,99.81
2025-09-19 18:37:58,158.68,2.75,6.10,100.02
2025-09-19 18:38:08,159.39,2.65,6.09,99.76
2025-09-19 18:38:18,159.00,2.67,6.10,99.97
2025-09-19 18:38:28,159.13,2.65,6.10,99.92
2025-09-19 18:38:38,158.44,2.70,6.12,100.31
2025-09-19 18:38:49,158.62,2.67,6.11,100.09
2025-09-19 18:38:59,158.52,2.57,6.11,100.10
2025-09-19 18:39:09,158.81,2.65,6.11,100.08
2025-09-19 18:39:19,159.13,2.76,6.09,99.83
2025-09-19 18:39:29,158.56,2.69,6.11,100.12
2025-09-19 18:39:39,158.72,2.75,6.11,100.11
2025-09-19 18:39:50,159.12,2.73,6.10,99.87
2025-09-19 18:40:00,158.73,2.69,6.11,100.13
2025-09-19 18:40:10,158.94,2.77,6.10,99.93
2025-09-19 18:40:20,158.63,2.74,6.11,100.15
2025-09-19 18:40:30,158.71,2.70,6.11,100.12
2025-09-19 18:40:40,159.18,2.70,6.09,99.84
2025-09-19 18:40:51,158.74,2.74,6.10,99.98
2025-09-19 18:41:01,159.02,2.78,6.10,99.88
2025-09-19 18:41:11,158.59,2.79,6.11,100.04
2025-09-19 18:41:21,159.13,2.86,6.09,99.73
2025-09-19 18:41:31,158.43,2.75,6.11,100.15
2025-09-19 18:41:41,158.59,2.61,6.11,100.13
2025-09-19 18:41:51,159.06,2.75,6.10,99.88
2025-09-19 18:42:02,159.35,2.85,6.08,99.65
2025-09-19 18:42:12,158.16,2.73,6.11,100.13
2025-09-19 18:42:22,159.15,2.71,6.09,99.84
2025-09-19 18:42:32,158.74,2.79,6.11,100.07
2025-09-19 18:42:42,158.60,2.70,6.11,100.15
2025-09-19 18:42:52,158.84,2.71,6.11,100.04
2025-09-19 18:43:03,158.75,2.71,6.11,100.05
2025-09-19 18:43:13,158.72,2.80,6.10,99.99
2025-09-19 18:43:23,158.65,2.67,6.11,100.15
2025-09-19 18:43:33,158.92,2.73,6.10,99.97
2025-09-19 18:43:43,158.71,2.66,6.11,100.14
2025-09-19 18:43:53,159.23,2.65,6.09,99.85
2025-09-19 18:44:04,159.17,2.77,6.09,99.81
2025-09-19 18:44:14,158.91,2.66,6.11,100.03
2025-09-19 18:44:24,158.65,2.68,6.11,100.06
2025-09-19 18:44:34,158.56,2.70,6.11,100.10
2025-09-19 18:44:44,158.62,2.58,6.12,100.21
2025-09-19 18:44:54,158.52,2.64,6.12,100.31
2025-09-19 18:45:04,158.81,2.63,6.11,100.04
2025-09-19 18:45:15,158.77,2.63,6.11,100.06
2025-09-19 18:45:25,158.33,2.78,6.11,100.08
2025-09-19 18:45:35,154.26,2.75,6.21,101.66
2025-09-19 18:45:45,159.29,2.86,6.08,99.69
2025-09-19 18:45:55,154.42,2.63,6.20,101.63
2025-09-19 18:46:05,158.99,2.71,6.10,99.97
2025-09-19 18:46:16,159.02,2.67,6.10,99.91
2025-09-19 18:46:26,159.12,2.69,6.10,99.94
2025-09-19 18:46:36,158.58,2.71,6.11,100.14
2025-09-19 18:46:46,158.85,2.61,6.11,100.04
2025-09-19 18:46:56,158.59,2.68,6.12,100.21
2025-09-19 18:47:06,156.64,2.79,6.12,100.23
2025-09-19 18:47:17,158.92,2.71,6.10,100.00
2025-09-19 18:47:27,158.87,2.73,6.11,100.12
2025-09-19 18:47:37,159.11,2.63,6.11,100.04
2025-09-19 18:47:47,158.97,2.72,6.10,99.95
2025-09-19 18:47:57,158.76,2.77,6.11,100.06
2025-09-19 18:48:07,159.25,2.62,6.10,99.94
2025-09-19 18:48:17,158.86,2.78,6.11,100.06
2025-09-19 18:48:28,159.13,2.72,6.10,99.96
2025-09-19 18:48:38,158.06,2.91,6.10,99.87
2025-09-19 18:48:48,159.15,2.70,6.10,99.93
2025-09-19 18:48:58,158.96,2.70,6.10,99.97
2025-09-19 18:49:08,158.69,2.70,6.11,100.19
2025-09-19 18:49:18,158.92,2.72,6.10,99.89
2025-09-19 18:49:29,158.97,2.72,6.10,99.98
2025-09-19 18:49:39,158.89,2.75,6.10,100.00
2025-09-19 18:49:49,158.58,2.63,6.11,100.17
2025-09-19 18:49:59,159.32,2.77,6.09,99.75
2025-09-19 18:50:09,158.35,2.75,6.12,100.25
2025-09-19 18:50:19,158.95,2.71,6.10,99.98
2025-09-19 18:50:30,158.85,2.65,6.11,100.05
2025-09-19 18:50:40,158.93,2.68,6.11,100.03
2025-09-19 18:50:50,158.62,2.75,6.11,100.07
2025-09-19 18:51:00,158.86,2.74,6.10,100.02
2025-09-19 18:51:10,158.78,2.72,6.11,100.10
2025-09-19 18:51:20,158.88,2.69,6.10,100.02
2025-09-19 18:51:31,158.72,2.65,6.11,100.17
2025-09-19 18:51:41,159.05,2.70,6.10,99.94
2025-09-19 18:51:51,158.56,2.77,6.10,99.94
2025-09-19 18:52:01,158.86,2.72,6.11,100.05
2025-09-19 18:52:11,160.30,2.64,6.06,99.23
2025-09-19 18:52:21,159.03,2.76,6.10,99.91
2025-09-19 18:52:31,158.61,2.61,6.11,100.16
2025-09-19 18:52:42,159.04,2.94,6.09,99.77
2025-09-19 18:52:52,158.84,2.78,6.10,100.00
2025-09-19 18:53:02,158.51,2.54,6.12,100.28
2025-09-19 18:53:12,159.14,3.09,6.08,99.64
2025-09-19 18:53:22,158.96,2.69,6.10,100.00
2025-09-19 18:53:32,158.96,2.69,6.10,99.99
2025-09-19 18:53:43,158.92,2.77,6.10,99.97
2025-09-19 18:53:53,159.11,2.72,6.09,99.86
2025-09-19 18:54:03,159.04,2.76,6.10,99.88
2025-09-19 18:54:13,158.89,2.71,6.10,100.00
2025-09-19 18:54:23,158.37,2.64,6.13,100.39
2025-09-19 18:54:33,158.33,2.62,6.13,100.40
2025-09-19 18:54:44,158.57,2.75,6.11,100.10
2025-09-19 18:54:54,158.87,2.71,6.10,100.02
2025-09-19 18:55:04,158.81,2.64,6.10,99.87
