시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,Ravg0,Ravg1,Ravg2,Ravg3,yt0,yt1,yt2,yt3
2025-09-26 01:26:48.707,0.00032631473732180893,0.0023984143044799566,327664.03125,0.000662145612295717,327664.03125,0.0012021244037896395,327664.03125,0.0008372580050490797,-0.21657187353373822,2.173618874009499,2.108869783726925,2.14814231816272,-0.0433143749833107,0.43472376465797424,0.4217739701271057,0.42962846159935
2025-09-26 01:26:51.872,0.0003171114658471197,0.002507112454622984,327664.09375,0.0006593924481421709,327664.09375,0.0011956557864323258,327664.09375,0.0008407618734054267,-0.22449046890126825,2.1740711536480166,2.109455634961983,2.1476890030854694,-0.04489809274673462,0.4348142445087433,0.42189112305641174,0.4295378029346466
2025-09-26 01:26:55.033,0.000325859640724957,0.002707510953769088,327664.40625,0.0006578933680430055,327664.40625,0.0011920197866857052,327664.40625,0.0008329763659276068,-0.22988492349774386,2.174318416417426,2.1097865611810085,2.148699177113258,-0.04597698524594307,0.4348636865615845,0.4219573140144348,0.4297398328781128
2025-09-26 01:26:58.194,0.0003321714757476002,0.002839095192030072,327664.0,0.0006613517180085182,327664.0,0.0012000954011455178,327664.0,0.0008520283736288548,-0.23295440396343267,2.173749132202094,2.10905326347039,2.1462437377021293,-0.04659087955951691,0.4347498118877411,0.42181065678596497,0.42924875020980835
2025-09-26 01:27:01.356,0.00032160518458113074,0.002990289591252804,327664.0,0.000657483353279531,327664.0,0.0011911049950867891,327664.0,0.0008277911110781133,-0.24209756094839166,2.174385927022809,2.1098696033673847,2.1493769753077947,-0.048419512808322906,0.4348771870136261,0.42197391390800476,0.4298754036426544
2025-09-26 01:27:04.515,0.0003299610980320722,0.0030611499678343534,327663.90625,0.0006554215215146542,327663.90625,0.0011966030579060316,327663.90625,0.0008319978369399905,-0.24185547537264662,2.1747270005414165,2.109369693547155,2.148826536077401,-0.0483710952103138,0.43494540452957153,0.42187392711639404,0.4297653138637543
2025-09-26 01:27:07.673,0.00031613564351573586,0.003225872525945306,327664.46875,0.0006526201614178717,327664.46875,0.0011990058701485395,327664.46875,0.0008396701305173337,-0.25219342511146453,2.1751921196202217,2.1091520443255054,2.147830236928633,-0.05043868348002434,0.43503841757774353,0.421830415725708,0.42956605553627014
2025-09-26 01:27:10.879,0.0003169900446664542,0.0033726671244949102,327661.875,0.0006570666446350515,327661.875,0.001194579410366714,327661.875,0.0008346469257958233,-0.2567319601653813,2.174454058891432,2.109552759115126,2.148480699540622,-0.051346391439437866,0.4348908066749573,0.4219105541706085,0.42969614267349243
2025-09-26 01:27:14.043,0.00032010357244871557,0.0033260509371757507,327664.09375,0.0006643421947956085,327664.09375,0.0011977534741163254,327664.09375,0.0008359146304428577,-0.2541595938353435,2.1732591625936997,2.1092653213228814,2.1483166860453355,-0.05083191767334938,0.43465182185173035,0.42185306549072266,0.4296633303165436
2025-09-26 01:27:17.201,0.00031300404225476086,0.003728605108335614,327664.40625,0.0006593680009245872,327664.40625,0.001192582887597382,327664.40625,0.0008337433100678027,-0.26899911346531474,2.174075295402948,2.109735203419858,2.1485991537316624,-0.0537998229265213,0.43481504917144775,0.42194703221321106,0.42971983551979065
2025-09-26 01:27:20.364,0.00031341929570771754,0.004128143656998873,327663.9375,0.0006620187195949256,327663.9375,0.001190341543406248,327663.9375,0.0008319004555232823,-0.2799072793143243,2.173639582784156,2.1099391848502336,2.148839375517688,-0.055981457233428955,0.43472790718078613,0.4219878315925598,0.4297678768634796
2025-09-26 01:27:23.526,0.0003128046228084713,0.0043062181212008,327664.0,0.0006577256135642529,327664.0,0.0011970072519034147,327664.0,0.000832006917335093,-0.2847057094901915,2.1743459590877205,2.109333039016011,2.148825500638668,-0.056941140443086624,0.4348691999912262,0.42186659574508667,0.42976510524749756
2025-09-26 01:27:26.684,0.0003182104555889964,0.004617228172719479,327663.90625,0.0006595266750082374,327663.90625,0.0011905418941751122,327663.90625,0.0008351161959581077,-0.29041672359327386,2.1740489952591333,2.1099209611285348,2.148420437006369,-0.058083344250917435,0.4348098039627075,0.4219841957092285,0.4296840727329254
2025-09-26 01:27:29.845,0.0003133392019663006,0.004665486980229616,327664.46875,0.000659319048281759,327664.46875,0.0011937273666262627,327664.46875,0.000839123735204339,-0.29322056225204485,2.1740833718250645,2.1096310382833314,2.147900853850215,-0.05864411219954491,0.4348166882991791,0.42192620038986206,0.4295801818370819
2025-09-26 01:27:33.061,0.0003142265777569264,0.004685541149228811,327661.59375,0.0006597678875550628,327661.59375,0.0011999433627352118,327661.59375,0.0008489916799589992,-0.2933792173518889,2.174008613148551,2.1090663099984237,2.1466305776127297,-0.058675844222307205,0.43480172753334045,0.4218132495880127,0.4293261170387268
2025-09-26 01:27:36.227,0.0003117007727269083,0.00500770378857851,327664.09375,0.0006512158433906734,327664.09375,0.0011916884686797857,327664.09375,0.0008370596333406866,-0.3014751833743596,2.175425921686104,2.1098165889042617,2.148168204131042,-0.06029503792524338,0.4350851774215698,0.42196330428123474,0.42963364720344543
2025-09-26 01:27:39.391,0.00032517744693905115,0.0054181963205337524,327664.40625,0.0006486789789050817,327664.40625,0.0012044140603393316,327664.40625,0.0008464169804938138,-0.3054335879922175,2.175849830303341,2.108663317243591,2.1469612967440086,-0.06108671799302101,0.4351699650287628,0.42173266410827637,0.4293922483921051
2025-09-26 01:27:42.558,0.0003127116069663316,0.005619171541184187,327664.40625,0.0006556190201081336,327664.40625,0.0011884410632774234,327664.40625,0.0008391352603211999,-0.3136320624492423,2.1746944877652044,2.110112931469609,2.147899404235989,-0.06272641569375992,0.434938907623291,0.42202258110046387,0.42957988381385803
2025-09-26 01:27:45.719,0.0003196839534211904,0.005690267775207758,327664.0,0.0006597277824766934,327664.0,0.0011963769793510437,327664.0,0.0008512132917530835,-0.3126029657786109,2.174016068307428,2.1093901952340657,2.146347488663163,-0.0625205934047699,0.43480321764945984,0.42187803983688354,0.4292694926261902
2025-09-26 01:27:48.877,0.0003132325364276767,0.005564413499087095,327663.90625,0.0006557647720910609,327663.90625,0.0011855440679937601,327663.90625,0.0008445823914371431,-0.31238813812750865,2.1746700514111086,2.1103777966974775,2.147196755511863,-0.06247762590646744,0.43493402004241943,0.4220755696296692,0.42943936586380005
2025-09-26 01:27:52.037,0.0003163128567393869,0.006090950220823288,327663.8125,0.000647875654976815,327663.8125,0.0011818306520581245,327663.8125,0.0008489192696288228,-0.32114204780681344,2.175984230250868,2.110718248952845,2.146640517824565,-0.06422840803861618,0.4351968467235565,0.4221436381340027,0.4293281137943268
2025-09-26 01:27:55.238,0.0003154189616907388,0.006653964053839445,327661.59375,0.0006588256801478565,327661.59375,0.0011935326037928462,327661.59375,0.0008371134172193706,-0.33104816782208785,2.1741637218707353,2.109647812390804,2.148160334796672,-0.06620963662862778,0.43483275175094604,0.42192956805229187,0.4296320676803589
2025-09-26 01:27:58.392,0.0003169612609781325,0.007014067377895117,327664.125,0.0006509976228699088,327664.125,0.0011874587507918477,327664.125,0.0008392620366066694,-0.33624094483936867,2.175462369129501,2.1102026004638756,2.147882837216263,-0.06724818795919418,0.4350924789905548,0.42204052209854126,0.429576575756073
