시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,Ravg0,Ravg1,Ravg2,Ravg3,yt0,yt1,yt2,yt3
2025-09-26 10:44:41.909,0.00016229136963374913,0.00017428721184842288,0.00012244749814271927,-0.00015497705317102373,0.00016794951807241887,-0.0003993122954852879,-0.00018772754992824048,4.239081317791715e-05,-0.007742521437814963,-0.0255793700593337,-0.09403348501246697,0.1615640614201659,-0.0015485043404623866,-0.005115874111652374,-0.0188066978007555,0.03231281414628029
2025-09-26 10:44:44.929,0.0001338798610959202,8.423875988228247e-05,-0.0003292786714155227,0.00018684635870158672,-7.75974549469538e-05,0.0005173340323381126,-0.00015786058793310076,-1.4158136764308438e-05,0.0503008208850557,0.06151973807652982,-0.20598088845457513,0.2618168962386337,0.010060164146125317,0.01230394747108221,-0.041196178644895554,0.052363380789756775
2025-09-26 10:44:47.975,0.00022588047431781888,-0.0002451544860377908,6.914146797498688e-05,-0.0001907074183691293,-0.00013169088924769312,-0.00037299664109013975,-3.538358578225598e-05,-0.00021242296497803181,-0.008890285049788857,-0.110157246359833,-0.11303730625232736,-0.19459990245118453,-0.0017780569614842534,-0.022031448781490326,-0.022607460618019104,-0.03891998156905174
2025-09-26 10:44:50.984,4.320035077398643e-05,0.00017991021741181612,-0.0004230912891216576,0.00011574789095902815,0.0001922339288285002,0.00029153760988265276,0.00015377701492980123,-7.665790326427668e-05,-0.15489213428701162,0.14073024459278316,-0.04521613072850236,0.07558362349469214,-0.030978426337242126,0.0281460490077734,-0.009043226018548012,0.015116725116968155
2025-09-26 10:44:54.010,0.000364804407581687,0.0001864814548753202,0.00047571727191098034,-0.00015923108730930835,8.820336006465368e-06,-0.00022249160974752158,2.0349341411929345e-06,0.00022354820976033807,0.0728561031420258,0.11883026238813225,-0.35045713035215204,-0.5102051875506735,0.014571220614016056,0.02376605197787285,-0.07009142637252808,-0.10204103589057922
2025-09-26 10:44:57.018,-0.0002760189527180046,-0.00022239609097596258,0.0002743876539170742,0.00046901858877390623,-0.00043233035830780864,0.00010581766400719061,8.285663352580741e-05,3.6308854760136455e-05,0.02345294130557476,-0.058206372960297584,0.15281438409668177,0.08957868459457899,0.00469058845192194,-0.011641274206340313,0.030562877655029297,0.017915736883878708
2025-09-26 10:45:00.035,-2.497970126569271e-05,-0.0002356723853154108,6.878650310682133e-05,0.0002911193005274981,7.108091813279316e-05,0.00014865471166558564,-0.0002040253602899611,0.0003026920894626528,-0.2436803584814254,-0.1566419351446732,-0.08010641340837721,-0.04282923088999784,-0.048736073076725006,-0.031328387558460236,-0.016021283343434334,-0.008565845899283886
2025-09-26 10:45:03.076,0.00033755184267647564,0.0001255008246516809,0.0003912614774890244,-0.0001497901394031942,-8.783871453488246e-05,5.0824023674067575e-06,0.00013747630873695016,0.00017189266509376466,0.10742347454581694,0.10424596546282935,0.3094042366730916,-0.0242573704213956,0.021484695374965668,0.020849192515015602,0.061880845576524734,-0.0048514739610254765
2025-09-26 10:45:06.117,1.4425022527575493e-05,3.846871550194919e-05,4.123307371628471e-05,-0.00021811823535244912,0.0002005668793572113,-0.00020102514827158302,2.9207409170339815e-05,-5.857345968252048e-05,-0.10649779879012304,-0.18086157191362076,-0.0002477912324638691,-0.07555196495543463,-0.021299559623003006,-0.03617231547832489,-4.9558246246306226e-05,-0.015110393054783344
2025-09-26 10:45:09.158,-0.0004557403444778174,-0.00012010685895802453,-0.0003052304091397673,1.1985205674136523e-05,0.00021215021843090653,-0.000421199481934309,0.00045362499076873064,6.452490197261795e-05,0.1447874171227727,0.3514955718573476,-0.07446107847841921,0.21174240608185324,0.028957484290003777,0.07029911130666733,-0.014892215840518475,0.042348481714725494
2025-09-26 10:45:12.191,0.0002491696795914322,-6.612485776713584e-06,0.0005071761552244425,-9.70087930909358e-05,-3.862963058054447e-05,5.5348929890897125e-05,-9.032210073200986e-05,0.00018457073019817472,0.39403261164416753,0.17958693389047337,-0.03904716472409377,-0.0775921999061742,0.07880651950836182,0.035917386412620544,-0.007809433154761791,-0.015518439933657646
2025-09-26 10:45:15.213,-0.00025024928618222475,0.0002394391194684431,7.002297934377566e-05,0.00017700331227388233,2.8564036256284453e-05,4.208197060506791e-05,0.0001463191001676023,8.47559713292867e-05,0.004794437265253568,-0.10068520167585401,-0.04206911855194385,0.059282685637147864,0.0009588874527253211,-0.020137039944529533,-0.008413823321461678,0.01185653731226921
2025-09-26 10:45:18.253,0.0001530278823338449,0.00014763859508093446,6.24859967501834e-05,5.811759547214024e-05,6.575355655513704e-05,-0.00017923185077961534,-0.0003506611683405936,-0.00021372367336880416,0.0038926615387492374,0.007868770541066205,-0.10887397536625028,0.05375875913436494,0.0007785322959534824,0.0015737541252747178,-0.021774794906377792,0.010751752182841301
2025-09-26 10:45:21.295,-0.0002695646835491061,0.00019300922576803714,-0.0002593871031422168,-0.00010903523798333481,-0.00020816778123844415,0.0005230760434642434,0.00010757045674836263,-0.00021912495139986277,0.036271234374919706,0.09409537836272429,-0.10003782596558732,-0.07724970265930906,0.007254247087985277,0.01881907507777214,-0.02000756561756134,-0.015449940226972103
