시간,샘플링 속도(kS/s),블록 크기(samples),블록 시간(ms),블록 처리량(blocks/s),실제 처리량(kS/s/ch)
2025-09-25 15:45:38,1000000.0,16384,16.384,61.03515625,2214.685511489252
2025-09-25 15:45:48,1000000.0,16384,16.384,61.03515625,2216.8288246717634
2025-09-25 15:45:58,1000000.0,16384,16.384,61.03515625,1769.7977474567979
2025-09-25 15:46:08,1000000.0,16384,16.384,61.03515625,1599.7643341093212
2025-09-25 15:46:18,1000000.0,16384,16.384,61.03515625,2277.9685330327843
2025-09-25 15:46:28,1000000.0,16384,16.384,61.03515625,1566.2201826966907
2025-09-25 15:46:38,1000000.0,16384,16.384,61.03515625,2320.2713555052837
2025-09-25 15:46:48,1000000.0,16384,16.384,61.03515625,2287.37065992078
2025-09-25 15:46:58,1000000.0,16384,16.384,61.03515625,2156.311046345979
2025-09-25 15:47:08,1000000.0,16384,16.384,61.03515625,2304.0124970160264
2025-09-25 15:47:18,1000000.0,16384,16.384,61.03515625,2118.5521699294013
2025-09-25 15:47:28,1000000.0,16384,16.384,61.03515625,2099.4585340339727
2025-09-25 15:47:38,1000000.0,16384,16.384,61.03515625,1942.160832490179
