시간,샘플링 속도(kS/s),블록 크기(samples),블록 시간(ms),블록 처리량(blocks/s),실제 처리량(kS/s/ch)
2025-09-25 17:28:53,1000000.0,16384,16.384,61.03515625,2237.326281491128
2025-09-25 17:29:03,1000000.0,16384,16.384,61.03515625,1770.755430220573
2025-09-25 17:29:13,1000000.0,16384,16.384,61.03515625,1711.9522865897711
2025-09-25 17:29:23,1000000.0,16384,16.384,61.03515625,2033.1206134911242
2025-09-25 17:29:33,1000000.0,16384,16.384,61.03515625,2106.860739369041
2025-09-25 17:29:43,1000000.0,16384,16.384,61.03515625,2372.336684364967
2025-09-25 17:29:53,1000000.0,16384,16.384,61.03515625,1375.0770732566284
2025-09-25 17:30:03,1000000.0,16384,16.384,61.03515625,1204.1683033573981
2025-09-25 17:30:13,1000000.0,16384,16.384,61.03515625,2367.0252389087905
2025-09-25 17:30:23,1000000.0,16384,16.384,61.03515625,1790.875553424372
2025-09-25 17:30:33,1000000.0,16384,16.384,61.03515625,2402.9469451010564
2025-09-25 17:30:43,1000000.0,16384,16.384,61.03515625,2067.372946329723
2025-09-25 17:30:53,1000000.0,16384,16.384,61.03515625,2180.117278512738
2025-09-25 17:31:03,1000000.0,16384,16.384,61.03515625,2003.775382300627
