시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LPF설정,R평균,출력샘플속도(S/s)
2025-09-25 19:55:05.005,-0.0003145567898172885,0.0002788077399600297,-0.00012339944078121334,-5.158692511031404e-05,-4.207839447190054e-05,-0.000102366364444606,0.00018810814071912318,0.00011042340338462964,0.0026197119150310755,0.01893867738544941,-0.019304906949400902,0.011567323468625546,2500,4,10.0
2025-09-25 19:55:08.018,0.00013609635061584413,-0.00012894721294287592,-0.00011992703366558999,-2.0781431885552593e-05,-0.00033828173764050007,-0.00017044879496097565,-0.00033451284980401397,3.494779230095446e-05,0.0011717253364622593,0.03806208074092865,0.014884231612086296,0.049049653112888336,2500,4,10.0
2025-09-25 19:55:11.041,-0.00012135122233303264,-0.00044824014184996486,-0.00016027819947339594,-6.539563764818013e-05,0.00011223750334465876,7.690226993872784e-06,0.00024064109311439097,-8.00366178737022e-05,-0.02837333083152771,0.019466284662485123,0.058209940791130066,0.02390405349433422,2500,4,10.0
2025-09-25 19:55:14.047,0.0002307672839378938,-8.110162889352068e-05,0.00014365307288244367,0.00015105090278666466,0.00016658201639074832,0.0003421677101869136,4.919863567920402e-05,3.863004167214967e-05,0.02270723320543766,-0.001090420875698328,-0.01563054509460926,0.005251394119113684,2500,4,10.0
2025-09-25 19:55:17.053,0.0002920376427937299,0.00010004893556470051,-0.00014205658226273954,0.0005243251216597855,-0.00048780281213112175,0.0003375240776222199,0.00030414166394621134,-1.1597760931181256e-05,0.02326131798326969,-0.028356965631246567,0.007996976375579834,0.07093508541584015,2500,4,10.0
2025-09-25 19:55:20.063,-0.000236952502746135,-0.00045886883162893355,0.00016657695232424885,-0.0003793035866692662,0.00013302596926223487,0.0001310003426624462,-0.00018640776397660375,0.00013906713866163045,-0.01435136329382658,-0.01786860264837742,0.00033320000511594117,0.006361974403262138,2500,4,10.0
2025-09-25 19:55:23.106,-6.056614438421093e-05,0.00028339846176095307,0.00018769207235891372,0.00017872620082926005,-5.393566971179098e-05,-3.900591400451958e-05,-0.0002202171308454126,-0.0002045340952463448,-0.03350837901234627,0.0010628855088725686,0.007037281058728695,0.0016042686766013503,2500,4,10.0
2025-09-25 19:55:26.113,-0.00047834988799877465,-5.8678102504927665e-05,-0.0002827018906828016,-8.822484232950956e-05,-0.00016337343549821526,-0.00020862989185843617,-0.00031158330966718495,7.571882451884449e-05,0.045563481748104095,0.02528689242899418,-0.00530975591391325,0.030718516558408737,2500,4,10.0
2025-09-25 19:55:29.117,0.00017176393885165453,-0.0002921750710811466,6.207115075085312e-05,5.978540502837859e-05,0.00032957515213638544,-0.00034758064430207014,0.00015092612011358142,-8.000545494724065e-05,-0.011535558849573135,0.0008147297776304185,-0.0011550560593605042,0.013782240450382233,2500,4,10.0
2025-09-25 19:55:32.148,-5.117350156069733e-05,0.0004387425142340362,0.0001538452343083918,0.0003405470633879304,8.367436385015026e-05,-0.00033799654920585454,0.00018680717039387673,-0.00018007768085226417,-0.0466582290828228,-0.017254654318094254,-0.03031599149107933,0.0007966835401020944,2500,4,10.0
2025-09-25 19:55:35.156,0.0003093755221925676,0.00012976066500414163,0.0003470767114777118,-1.6976586266537197e-05,5.8653007727116346e-05,-0.00017085614672396332,-5.3304505854612216e-05,2.664038902366883e-06,0.018867142498493195,0.0655287578701973,-0.023217016831040382,0.06506117433309555,2500,4,10.0
2025-09-25 19:55:38.176,0.00025611461023800075,0.00018287132843397558,-0.0004465988022275269,-0.0005435542552731931,-0.00034086802043020725,-8.376147889066488e-05,-1.9043760403292254e-05,0.00014197055133990943,0.007314437534660101,-0.004266267642378807,0.030477095395326614,-0.043622277677059174,2500,4,10.0
2025-09-25 19:55:41.226,-0.00014170841313898563,-0.0004623153945431113,-0.00021026140893809497,0.00015766581054776907,-4.006785457022488e-05,-0.0001462832442484796,-0.0006044197943992913,-0.000378026015823707,-0.025677135214209557,0.00625110138207674,-0.028119925409555435,0.01019084919244051,2500,4,10.0
