시간,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,LPF설정,R평균,출력샘플속도(S/s)
2025-09-24 10:49:45.980,327652.53125,182636.640625,327675.90625,0.0006160573102533817,327675.90625,0.0011312257265672088,327675.90625,0.0009182089124806225,0.06345640122890472,2.1814558506011963,2.115473747253418,2.1381256580352783,2500,4,10.0
2025-09-24 10:49:49.006,327652.53125,103685.984375,327675.90625,0.0006059450097382069,327675.90625,0.0011309694964438677,327675.90625,0.0008133441442623734,0.12492336332798004,2.1832528114318848,2.1154985427856445,2.151292562484741,2500,4,10.0
2025-09-24 10:49:52.031,327652.53125,41286.7734375,327675.90625,0.0006546047516167164,327675.90625,0.0011676581343635917,327675.90625,0.0008121295250020921,0.22490066289901733,2.1748664379119873,2.112032175064087,2.1514549255371094,2500,4,10.0
2025-09-24 10:49:55.060,327652.53125,305045.5,327675.90625,0.0006348994211293757,327675.90625,0.0011814347235485911,327675.90625,0.0008538180845789611,0.007762228604406118,2.178184986114502,2.1107585430145264,2.14601993560791,2500,4,10.0
2025-09-24 10:49:58.090,327652.53125,191442.65625,327675.90625,0.000652577611617744,327675.90625,0.0011863057734444737,327675.90625,0.0008756325696595013,0.05834370478987694,2.1752030849456787,2.110311985015869,2.1432807445526123,2500,4,10.0
2025-09-24 10:50:01.118,327652.53125,62972.234375,327675.90625,0.0006230868166312575,327675.90625,0.001151127158664167,327675.90625,0.0008187881321646273,0.17906610667705536,2.1802239418029785,2.1135804653167725,2.1505682468414307,2500,4,10.0
2025-09-24 10:50:04.141,327652.53125,208664.15625,327675.90625,0.000658828706946224,327675.90625,0.0012078034924343228,327675.90625,0.0008706634980626404,0.04899142310023308,2.174168109893799,2.1083619594573975,2.1438984870910645,2500,4,10.0
2025-09-24 10:50:07.169,327652.53125,66840.9375,327675.90625,0.0006146334926597774,327675.90625,0.0011510278563946486,327675.90625,0.0008348363917320967,0.17259274423122406,2.1817071437835693,2.1135897636413574,2.148460865020752,2500,4,10.0
2025-09-24 10:50:10.194,327652.53125,29292.53515625,327675.90625,0.0006326464936137199,327675.90625,0.0011722301132977009,327675.90625,0.0008587891352362931,0.2621641159057617,2.1785707473754883,2.111607789993286,2.1453895568847656,2500,4,10.0
2025-09-24 10:50:13.212,327652.53125,2815.1376953125,327675.90625,0.0006395771633833647,327675.90625,0.001178413862362504,327675.90625,0.0008417185163125396,0.516478419303894,2.1773879528045654,2.111036777496338,2.147569417953491,2500,4,10.0
2025-09-24 10:50:16.240,327652.53125,165979.328125,327675.90625,0.0006658693309873343,327675.90625,0.001213046838529408,327675.90625,0.0008825065451674163,0.07383988052606583,2.173013925552368,2.107891798019409,2.1424317359924316,2500,4,10.0
2025-09-24 10:50:19.265,327652.53125,24530.666015625,327675.90625,0.0006234681932255626,327675.90625,0.0011547753820195794,327675.90625,0.0008265686337836087,0.2814260721206665,2.180157423019409,2.113236904144287,2.1495413780212402,2500,4,10.0
2025-09-24 10:50:22.294,327652.53125,61646.04296875,327675.90625,0.0006185403908602893,327675.90625,0.001115209306590259,327675.90625,0.0008648592047393322,0.1813770979642868,2.1810190677642822,2.1170220375061035,2.144624710083008,2500,4,10.0
2025-09-24 10:50:25.323,327652.53125,212328.6875,327675.90625,0.0006354088545776904,327675.90625,0.0012014340609312057,327675.90625,0.0008730823174118996,0.0471012108027935,2.178097724914551,2.108936071395874,2.143597364425659,2500,4,10.0
