시간,샘플링 속도(kS/s),블록 크기(samples),블록 시간(ms),블록 처리량(blocks/s),실제 처리량(kS/s/ch)
2025-09-24 10:55:52,1000000.0,16384,16.384,61.03515625,347.4804780218947
2025-09-24 10:56:02,1000000.0,16384,16.384,61.03515625,341.2106154251014
2025-09-24 10:56:12,1000000.0,16384,16.384,61.03515625,347.7829515013184
2025-09-24 10:56:22,1000000.0,16384,16.384,61.03515625,348.07361030856816
2025-09-24 10:56:32,1000000.0,16384,16.384,61.03515625,337.30164841238286
2025-09-24 10:56:42,1000000.0,16384,16.384,61.03515625,348.4972550865164
2025-09-24 10:56:53,1000000.0,16384,16.384,61.03515625,347.0295054892891
2025-09-24 10:57:03,1000000.0,16384,16.384,61.03515625,347.11364490286604
2025-09-24 10:57:13,1000000.0,16384,16.384,61.03515625,339.9043232083414
2025-09-24 10:57:23,1000000.0,16384,16.384,61.03515625,346.27059265529886
2025-09-24 10:57:33,1000000.0,16384,16.384,61.03515625,339.7967569534754
2025-09-24 10:57:43,1000000.0,16384,16.384,61.03515625,347.1504687274252
2025-09-24 10:57:53,1000000.0,16384,16.384,61.03515625,354.3099448629307
2025-09-24 10:58:03,1000000.0,16384,16.384,61.03515625,339.84380881167505
2025-09-24 10:58:13,1000000.0,16384,16.384,61.03515625,329.94428900113314
2025-09-24 10:58:23,1000000.0,16384,16.384,61.03515625,354.0945155948081
2025-09-24 10:58:33,1000000.0,16384,16.384,61.03515625,348.0647953280353
2025-09-24 10:58:43,1000000.0,16384,16.384,61.03515625,335.52466035193254
2025-09-24 10:58:53,1000000.0,16384,16.384,61.03515625,340.53934040317944
2025-09-24 10:59:03,1000000.0,16384,16.384,61.03515625,333.30654412998666
2025-09-24 10:59:13,1000000.0,16384,16.384,61.03515625,357.67921434891684
2025-09-24 10:59:23,1000000.0,16384,16.384,61.03515625,338.138143355525
2025-09-24 10:59:33,1000000.0,16384,16.384,61.03515625,345.4038457935
2025-09-24 10:59:43,1000000.0,16384,16.384,61.03515625,362.6836085816071
2025-09-24 10:59:53,1000000.0,16384,16.384,61.03515625,348.8085839238219
2025-09-24 11:00:03,1000000.0,16384,16.384,61.03515625,355.8290057527508
2025-09-24 11:00:13,1000000.0,16384,16.384,61.03515625,340.8568942502282
2025-09-24 11:00:23,1000000.0,16384,16.384,61.03515625,344.77997900799744
2025-09-24 11:00:33,1000000.0,16384,16.384,61.03515625,347.76183161357255
2025-09-24 11:00:43,1000000.0,16384,16.384,61.03515625,349.4009331801218
2025-09-24 11:00:53,1000000.0,16384,16.384,61.03515625,346.93139437999173
2025-09-24 11:01:03,1000000.0,16384,16.384,61.03515625,347.2329122714824
2025-09-24 11:01:13,1000000.0,16384,16.384,61.03515625,344.72636251724396
2025-09-24 11:01:23,1000000.0,16384,16.384,61.03515625,353.7008484149737
2025-09-24 11:01:33,1000000.0,16384,16.384,61.03515625,345.4576732504537
2025-09-24 11:01:43,1000000.0,16384,16.384,61.03515625,345.26848313838985
2025-09-24 11:01:53,1000000.0,16384,16.384,61.03515625,347.878022749938
2025-09-24 11:02:03,1000000.0,16384,16.384,61.03515625,345.20257565680413
2025-09-24 11:02:13,1000000.0,16384,16.384,61.03515625,345.94635946073845
2025-09-24 11:02:23,1000000.0,16384,16.384,61.03515625,342.7542083275143
2025-09-24 11:02:33,1000000.0,16384,16.384,61.03515625,350.54518933257157
2025-09-24 11:02:43,1000000.0,16384,16.384,61.03515625,348.52199953340704
2025-09-24 11:02:53,1000000.0,16384,16.384,61.03515625,350.7616912232346
2025-09-24 11:03:03,1000000.0,16384,16.384,61.03515625,344.18077008529457
2025-09-24 11:03:13,1000000.0,16384,16.384,61.03515625,349.32988712776665
2025-09-24 11:03:23,1000000.0,16384,16.384,61.03515625,351.9942054510344
2025-09-24 11:03:33,1000000.0,16384,16.384,61.03515625,348.0436411962825
2025-09-24 11:03:43,1000000.0,16384,16.384,61.03515625,345.00673619736625
2025-09-24 11:03:53,1000000.0,16384,16.384,61.03515625,352.6770544467311
2025-09-24 11:04:03,1000000.0,16384,16.384,61.03515625,348.054217940731
2025-09-24 11:04:13,1000000.0,16384,16.384,61.03515625,366.6583613149007
2025-09-24 11:04:23,1000000.0,16384,16.384,61.03515625,353.2354118935146
2025-09-24 11:04:33,1000000.0,16384,16.384,61.03515625,345.871488718323
2025-09-24 11:04:43,1000000.0,16384,16.384,61.03515625,344.82323026358705
2025-09-24 11:04:53,1000000.0,16384,16.384,61.03515625,347.3311940156684
2025-09-24 11:05:03,1000000.0,16384,16.384,61.03515625,352.00322058763265
2025-09-24 11:05:13,1000000.0,16384,16.384,61.03515625,347.59296481049665
2025-09-24 11:05:23,1000000.0,16384,16.384,61.03515625,335.308556171442
