timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,yt0,yt1,yt2,yt3,param_lpf_cutoff,param_movavg_r,param_target_rate
2025-09-18 20:12:03.090,1.619915246963501,2.5935232639312744,327675.9375,0.0002865723508875817,327675.9375,0.0012253208551555872,327675.9375,0.0008793583256192505,0.13669747114181519,-5.809337615966797,-5.589393615722656,-5.646304607391357,5000,4,100.0
2025-09-18 20:12:03.137,1.6199095249176025,2.59368634223938,327675.9375,0.00033377084764651954,327675.9375,0.0012334424536675215,327675.9375,0.0008741291821934283,0.13667958974838257,-5.803016185760498,-5.589093208312988,-5.649310111999512,5000,4,100.0
2025-09-18 20:12:03.184,1.6197729110717773,2.593477725982666,327675.9375,0.0002786113473121077,327675.9375,0.0012207082472741604,327675.9375,0.0008902132976800203,0.13667795062065125,-5.8161773681640625,-5.593481540679932,-5.646515846252441,5000,4,100.0
2025-09-18 20:12:03.231,1.6199679374694824,2.593625068664551,327675.9375,0.00033487743348814547,327675.9375,0.0012171771377325058,327675.9375,0.0008804071112535894,0.13666483759880066,-5.798843860626221,-5.58896017074585,-5.647188663482666,5000,4,100.0
2025-09-18 20:12:03.278,1.619293451309204,2.5928711891174316,327675.9375,0.00028161684167571366,327675.9375,0.0012292617466300726,327675.9375,0.0008268917445093393,0.13668698072433472,-5.808030128479004,-5.589352607727051,-5.649069309234619,5000,4,100.0
2025-09-18 20:12:03.325,1.6192777156829834,2.592902183532715,327675.9375,0.00030632480047643185,327675.9375,0.0012250228319317102,327675.9375,0.00088120176224038,0.13668590784072876,-5.810215473175049,-5.593858242034912,-5.647674083709717,5000,4,100.0
2025-09-18 20:12:03.372,1.6193214654922485,2.5929975509643555,327675.9375,0.00028650471358560026,327675.9375,0.001229736371897161,327675.9375,0.0008354944875463843,0.136687770485878,-5.807880878448486,-5.593209266662598,-5.654155731201172,5000,4,100.0
2025-09-18 20:12:03.420,1.6197758913040161,2.5934412479400635,327675.9375,0.00030531201628036797,327675.9375,0.0012257664930075407,327675.9375,0.000816782412584871,0.1366724967956543,-5.818251609802246,-5.591287136077881,-5.654557228088379,5000,4,100.0
2025-09-18 20:12:03.466,1.6200551986694336,2.5936119556427,327675.9375,0.00029699309379793704,327675.9375,0.00119409104809165,327675.9375,0.0008723566425032914,0.13667194545269012,-5.817603588104248,-5.593728065490723,-5.651430130004883,5000,4,100.0
2025-09-18 20:12:03.514,1.6200029850006104,2.5934877395629883,327675.9375,0.0003362361458130181,327675.9375,0.0012408901238813996,327675.9375,0.0008893408230505884,0.13666264712810516,-5.803527355194092,-5.588367938995361,-5.646705150604248,5000,4,100.0
2025-09-18 20:12:03.561,1.619529128074646,2.593029260635376,327675.9375,0.00030135392444208264,327675.9375,0.0012406237656250596,327675.9375,0.0008617077837698162,0.13668377697467804,-5.813899993896484,-5.589664936065674,-5.650017261505127,5000,4,100.0
2025-09-18 20:12:03.608,1.6198399066925049,2.5935661792755127,327675.9375,0.0003213289601262659,327675.9375,0.001214701565913856,327675.9375,0.0008878915687091649,0.1366826593875885,-5.8119683265686035,-5.593189239501953,-5.6474385261535645,5000,4,100.0
2025-09-18 20:12:03.656,1.619632601737976,2.593240737915039,327675.9375,0.0003163237706758082,327675.9375,0.0011780115310102701,327675.9375,0.0008506135200150311,0.13668106496334076,-5.800530433654785,-5.592921257019043,-5.6514129638671875,5000,4,100.0
2025-09-18 20:12:03.702,1.6198867559432983,2.5933737754821777,327675.9375,0.0002759310882538557,327675.9375,0.0012018365086987615,327675.9375,0.0008612957317382097,0.13666541874408722,-5.814018249511719,-5.590141296386719,-5.6465840339660645,5000,4,100.0
2025-09-18 20:12:03.750,1.6198794841766357,2.5936620235443115,327675.9375,0.0003215647884644568,327675.9375,0.0012292551109567285,327675.9375,0.0008684343774802983,0.1366725116968155,-5.809975624084473,-5.590246200561523,-5.648990631103516,5000,4,100.0
2025-09-18 20:12:03.798,1.6196746826171875,2.5934741497039795,327675.9375,0.00029950321186333895,327675.9375,0.0012210875283926725,327675.9375,0.0008786945836618543,0.1366838812828064,-5.801651477813721,-5.591198444366455,-5.64711332321167,5000,4,100.0
2025-09-18 20:12:03.846,1.6195067167282104,2.5932095050811768,327675.9375,0.0003581183555070311,327675.9375,0.001233042567037046,327675.9375,0.0008811008301563561,0.13669371604919434,-5.797553062438965,-5.5909905433654785,-5.647523880004883,5000,4,100.0
2025-09-18 20:12:03.892,1.619734764099121,2.593376874923706,327675.9375,0.00030498503474518657,327675.9375,0.0012206458486616611,327675.9375,0.0008737374446354806,0.13667021691799164,-5.8132171630859375,-5.594554901123047,-5.647832870483398,5000,4,100.0
2025-09-18 20:12:03.940,1.619703769683838,2.5933632850646973,327675.9375,0.00028996827313676476,327675.9375,0.0012091710232198238,327675.9375,0.0008264584466814995,0.13666167855262756,-5.807144641876221,-5.591960906982422,-5.650965213775635,5000,4,100.0
2025-09-18 20:12:03.987,1.6198084354400635,2.593536853790283,327675.9375,0.00029527730657719076,327675.9375,0.0012358833337202668,327675.9375,0.0008447686559520662,0.13667358458042145,-5.810595989227295,-5.589150428771973,-5.653233051300049,5000,4,100.0
2025-09-18 20:12:04.033,1.6196885108947754,2.5935347080230713,327675.9375,0.00030715795583091676,327675.9375,0.0012323788832873106,327675.9375,0.000822525704279542,0.1366899609565735,-5.8048810958862305,-5.590208053588867,-5.654309272766113,5000,4,100.0
2025-09-18 20:12:04.082,1.6197160482406616,2.5935699939727783,327675.9375,0.0003103576600551605,327675.9375,0.00121480377856642,327675.9375,0.0008381696534343064,0.13667522370815277,-5.807772636413574,-5.591499328613281,-5.649908542633057,5000,4,100.0
2025-09-18 20:12:04.129,1.619407057762146,2.59297776222229,327675.9375,0.00030526742921210825,327675.9375,0.0012371281627565622,327675.9375,0.000886478170286864,0.13668201863765717,-5.801025867462158,-5.590843677520752,-5.646358966827393,5000,4,100.0
2025-09-18 20:12:04.175,1.6194661855697632,2.5931789875030518,327675.9375,0.0002841596433427185,327675.9375,0.0012174745788797736,327675.9375,0.0008418291108682752,0.136683389544487,-5.806148529052734,-5.594567775726318,-5.65341329574585,5000,4,100.0
2025-09-18 20:12:04.223,1.6195318698883057,2.593071937561035,327675.9375,0.0002916365920100361,327675.9375,0.0011904459679499269,327675.9375,0.0008425359264947474,0.13667136430740356,-5.807197570800781,-5.593677520751953,-5.653120994567871,5000,4,100.0
2025-09-18 20:12:04.270,1.6200264692306519,2.5937037467956543,327675.9375,0.00028060932527296245,327675.9375,0.001195447170175612,327675.9375,0.0008510910556651652,0.13667534291744232,-5.814631938934326,-5.594376087188721,-5.651401996612549,5000,4,100.0
2025-09-18 20:12:04.318,1.6198062896728516,2.5934841632843018,327675.9375,0.000327189511153847,327675.9375,0.00123115093447268,327675.9375,0.0008700008038431406,0.13667032122612,-5.799510478973389,-5.588504791259766,-5.651439666748047,5000,4,100.0
2025-09-18 20:12:04.365,1.6197701692581177,2.5935020446777344,327675.9375,0.0002906877489294857,327675.9375,0.001202931976877153,327675.9375,0.0008656889549456537,0.13668017089366913,-5.806576251983643,-5.59153938293457,-5.648096561431885,5000,4,100.0
2025-09-18 20:12:04.412,1.6195683479309082,2.593210220336914,327675.9375,0.0003420263819862157,327675.9375,0.001231972360983491,327675.9375,0.0008626033086329699,0.13667261600494385,-5.791019439697266,-5.588563919067383,-5.64669942855835,5000,4,100.0
2025-09-18 20:12:04.458,1.6192619800567627,2.592769145965576,327675.9375,0.0002938917023129761,327675.9375,0.0012541406322270632,327675.9375,0.0008975288947112858,0.1366889923810959,-5.814761161804199,-5.589781284332275,-5.645753383636475,5000,4,100.0
2025-09-18 20:12:04.506,1.619707703590393,2.5932979583740234,327675.9375,0.00030199618777260184,327675.9375,0.0012018614215776324,327675.9375,0.0008427965804003179,0.13667993247509003,-5.809816837310791,-5.59397554397583,-5.654566287994385,5000,4,100.0
2025-09-18 20:12:04.553,1.619531512260437,2.5932276248931885,327675.9375,0.00029026687843725085,327675.9375,0.0012148288078606129,327675.9375,0.0008427146240137517,0.13668344914913177,-5.813958644866943,-5.593188762664795,-5.652345180511475,5000,4,100.0
2025-09-18 20:12:04.600,1.619641661643982,2.5933916568756104,327675.9375,0.00033424305729568005,327675.9375,0.001247471896931529,327675.9375,0.0008666203357279301,0.13667413592338562,-5.797408103942871,-5.590739727020264,-5.651181221008301,5000,4,100.0
2025-09-18 20:12:04.647,1.619852066040039,2.5935676097869873,327675.9375,0.00031161517836153507,327675.9375,0.001214015414007008,327675.9375,0.0008807036792859435,0.13667286932468414,-5.807718276977539,-5.59224796295166,-5.648706436157227,5000,4,100.0
2025-09-18 20:12:04.694,1.619323492050171,2.5931179523468018,327675.9375,0.00028366901096887887,327675.9375,0.0012398441322147846,327675.9375,0.0008560467977076769,0.13669857382774353,-5.816071510314941,-5.588803291320801,-5.650491714477539,5000,4,100.0
