시간,데이터수집(ms),신호처리(ms),화면갱신(Hz),루프처리량(kS/s)
2025-09-18 21:29:52,41.84,2.57,21.25,348.13
2025-09-18 21:30:02,40.74,3.36,21.35,349.84
2025-09-18 21:30:12,42.37,2.60,21.21,347.43
2025-09-18 21:30:22,40.51,2.53,21.80,357.21
2025-09-18 21:30:32,42.11,2.61,21.26,348.40
2025-09-18 21:30:43,41.83,3.43,21.07,345.17
2025-09-18 21:30:53,41.96,2.63,21.37,350.15
2025-09-18 21:31:03,42.24,2.92,21.13,346.27
2025-09-18 21:31:13,39.53,3.87,20.91,342.54
2025-09-18 21:31:23,42.55,2.94,20.98,343.77
2025-09-18 21:31:33,42.57,4.17,20.23,331.46
2025-09-18 21:31:43,41.87,2.50,21.42,350.90
2025-09-18 21:31:53,43.03,3.36,20.60,337.45
2025-09-18 21:32:03,41.99,2.46,21.36,350.00
2025-09-18 21:32:13,42.52,4.08,20.49,335.72
2025-09-18 21:32:23,41.85,3.11,21.15,346.58
2025-09-18 21:32:33,39.82,3.03,21.83,357.62
